cluster_size,algo,env_id,env_short,model_path,trace_csv,snr_db,episodes,n_iterations,final_over_initial,decrease_fraction
384,dqn,gymnasium_env_2/LDPC-DiscreteMI-v0,LDPC-DiscreteMI-v0,/root/Research/RithvikDecoder/Decoder/RL/results/newmatrix2_punctured/rl/frames_50/models/cluster_384/dqn/LDPC-DiscreteMI-v0/model.zip,/root/Research/RithvikDecoder/Decoder/RL/results/newmatrix2_punctured/rl/frames_50/residual_traces/cluster_384/dqn/LDPC-DiscreteMI-v0_residual_trace.csv,0.0,10,211,0.9783272571612349,1.0
384,dqn,gymnasium_env_2/LDPC-DiscreteResidual-v0,LDPC-DiscreteResidual-v0,/root/Research/RithvikDecoder/Decoder/RL/results/newmatrix2_punctured/rl/frames_50/models/cluster_384/dqn/LDPC-DiscreteResidual-v0/model.zip,/root/Research/RithvikDecoder/Decoder/RL/results/newmatrix2_punctured/rl/frames_50/residual_traces/cluster_384/dqn/LDPC-DiscreteResidual-v0_residual_trace.csv,0.0,10,211,0.9441776184457912,1.0
384,ppo,gymnasium_env_2/LDPC-DiscreteMI-v0,LDPC-DiscreteMI-v0,/root/Research/RithvikDecoder/Decoder/RL/results/newmatrix2_punctured/rl/frames_50/models/cluster_384/ppo/LDPC-DiscreteMI-v0/model.zip,/root/Research/RithvikDecoder/Decoder/RL/results/newmatrix2_punctured/rl/frames_50/residual_traces/cluster_384/ppo/LDPC-DiscreteMI-v0_residual_trace.csv,0.0,10,211,0.967152832558284,1.0
384,ppo,gymnasium_env_2/LDPC-DiscreteResidual-v0,LDPC-DiscreteResidual-v0,/root/Research/RithvikDecoder/Decoder/RL/results/newmatrix2_punctured/rl/frames_50/models/cluster_384/ppo/LDPC-DiscreteResidual-v0/model.zip,/root/Research/RithvikDecoder/Decoder/RL/results/newmatrix2_punctured/rl/frames_50/residual_traces/cluster_384/ppo/LDPC-DiscreteResidual-v0_residual_trace.csv,0.0,10,211,0.9705921564803962,1.0
