method,snr_db,frames,bit_errors,frame_errors,ber,fer,avg_messages,avg_iterations,converged_frames,code,matrix_csv,code_rate,i_max,target_frame_errors,max_frames,all_zero_only
flooding,4.0,10000,521,154,0.00013567708333333333,0.0154,3343.68,2.58,9847,wran,/root/Research/RithvikDecoder/Decoder/RELDEC/matrices/WRAN_irreg_384_256.csv,0.6666666666666667,5,300,10000,True
random,4.0,10000,208,17,5.4166666666666664e-05,0.0017,2254.392,1.7395,9983,wran,/root/Research/RithvikDecoder/Decoder/RELDEC/matrices/WRAN_irreg_384_256.csv,0.6666666666666667,5,300,10000,True
round_robin,4.0,10000,277,26,7.213541666666666e-05,0.0026,2237.8032,1.7267,9974,wran,/root/Research/RithvikDecoder/Decoder/RELDEC/matrices/WRAN_irreg_384_256.csv,0.6666666666666667,5,300,10000,True
reldec,4.0,10000,0,0,0.0,0.0,1651.104,1.274,10000,wran,/root/Research/RithvikDecoder/Decoder/RELDEC/matrices/WRAN_irreg_384_256.csv,0.6666666666666667,5,300,10000,True
