source,mode,cluster_size,iteration,cluster_id,max_abs_llr,snr_db
rl,ppo | LDPC-DiscreteMI-v0,24,1,20,10.32102588900864,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,1,21,11.338765464649214,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,1,22,10.467243226272855,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,1,23,11.101647021092171,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,2,0,11.462914717273524,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,2,1,10.357158812806643,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,2,2,10.467243226272855,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,2,3,10.32102588900864,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,2,4,12.753908827924757,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,2,5,12.092320047961632,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,2,6,11.462914717273524,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,2,7,11.101647021092171,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,2,8,10.467243226272855,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,2,9,11.338765464649214,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,2,10,12.753908827924757,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,2,11,12.092320047961632,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,2,12,12.753908827924757,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,2,13,12.092320047961632,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,2,14,11.462914717273524,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,2,15,10.684647422638774,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,2,16,10.467243226272855,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,2,17,10.32102588900864,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,2,18,10.32102588900864,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,2,19,10.467243226272855,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,2,20,10.32102588900864,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,2,21,11.338765464649214,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,2,22,10.467243226272855,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,2,23,11.101647021092171,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,3,0,11.462914717273524,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,3,1,10.357158812806643,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,3,2,10.467243226272855,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,3,3,10.32102588900864,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,3,4,12.753908827924757,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,3,5,12.092320047961632,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,3,6,11.462914717273524,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,3,7,11.101647021092171,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,3,8,10.467243226272855,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,3,9,11.338765464649214,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,3,10,12.753908827924757,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,3,11,12.092320047961632,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,3,12,12.753908827924757,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,3,13,12.092320047961632,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,3,14,11.462914717273524,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,3,15,10.684647422638774,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,3,16,10.467243226272855,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,3,17,10.32102588900864,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,3,18,10.32102588900864,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,3,19,10.467243226272855,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,3,20,10.32102588900864,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,3,21,11.338765464649214,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,3,22,10.467243226272855,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,3,23,11.101647021092171,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,4,0,11.462914717273524,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,4,1,10.357158812806643,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,4,2,10.467243226272855,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,4,3,10.32102588900864,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,4,4,12.753908827924757,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,4,5,12.092320047961632,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,4,6,11.462914717273524,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,4,7,11.101647021092171,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,4,8,10.467243226272855,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,4,9,11.338765464649214,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,4,10,12.753908827924757,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,4,11,12.092320047961632,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,4,12,12.753908827924757,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,4,13,12.092320047961632,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,4,14,11.462914717273524,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,4,15,10.684647422638774,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,4,16,10.467243226272855,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,4,17,10.32102588900864,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,4,18,10.32102588900864,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,4,19,10.467243226272855,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,4,20,10.32102588900864,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,4,21,11.338765464649214,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,4,22,10.467243226272855,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,4,23,11.101647021092171,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,5,0,11.462914717273524,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,5,1,10.357158812806643,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,5,2,10.467243226272855,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,5,3,10.32102588900864,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,5,4,12.753908827924757,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,5,5,12.092320047961632,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,5,6,11.462914717273524,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,5,7,11.101647021092171,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,5,8,10.467243226272855,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,5,9,11.338765464649214,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,5,10,12.753908827924757,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,5,11,12.092320047961632,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,5,12,12.753908827924757,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,5,13,12.092320047961632,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,5,14,11.462914717273524,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,5,15,10.684647422638774,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,5,16,10.467243226272855,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,5,17,10.32102588900864,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,5,18,10.32102588900864,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,5,19,10.467243226272855,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,5,20,10.32102588900864,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,5,21,11.338765464649214,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,5,22,10.467243226272855,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,5,23,11.101647021092171,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,6,0,11.462914717273524,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,6,1,10.357158812806643,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,6,2,10.467243226272855,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,6,3,10.32102588900864,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,6,4,12.753908827924757,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,6,5,12.092320047961632,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,6,6,11.462914717273524,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,6,7,11.101647021092171,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,6,8,10.467243226272855,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,6,9,11.338765464649214,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,6,10,12.753908827924757,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,6,11,12.092320047961632,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,6,12,12.753908827924757,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,6,13,12.092320047961632,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,6,14,11.462914717273524,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,6,15,10.684647422638774,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,6,16,10.467243226272855,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,6,17,10.32102588900864,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,6,18,10.32102588900864,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,6,19,10.467243226272855,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,6,20,10.32102588900864,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,6,21,11.338765464649214,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,6,22,10.467243226272855,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,6,23,11.101647021092171,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,7,0,11.462914717273524,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,7,1,10.357158812806643,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,7,2,10.467243226272855,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,7,3,10.32102588900864,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,7,4,12.753908827924757,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,7,5,12.092320047961632,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,7,6,11.462914717273524,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,7,7,11.101647021092171,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,7,8,10.467243226272855,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,7,9,11.338765464649214,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,7,10,12.753908827924757,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,7,11,12.092320047961632,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,7,12,12.753908827924757,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,7,13,12.092320047961632,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,7,14,11.462914717273524,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,7,15,10.684647422638774,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,7,16,10.467243226272855,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,7,17,10.32102588900864,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,7,18,10.32102588900864,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,7,19,10.467243226272855,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,7,20,10.32102588900864,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,7,21,11.338765464649214,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,7,22,10.467243226272855,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,7,23,11.101647021092171,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,8,0,11.462914717273524,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,8,1,10.357158812806643,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,8,2,10.467243226272855,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,8,3,10.32102588900864,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,8,4,12.753908827924757,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,8,5,12.092320047961632,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,8,6,11.462914717273524,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,8,7,11.101647021092171,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,8,8,10.467243226272855,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,8,9,11.338765464649214,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,8,10,12.753908827924757,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,8,11,12.092320047961632,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,8,12,12.753908827924757,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,8,13,12.092320047961632,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,8,14,11.462914717273524,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,8,15,10.684647422638774,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,8,16,10.467243226272855,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,8,17,10.32102588900864,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,8,18,10.32102588900864,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,8,19,10.467243226272855,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,8,20,10.32102588900864,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,8,21,11.338765464649214,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,8,22,10.467243226272855,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,8,23,11.101647021092171,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,9,0,11.462914717273524,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,9,1,10.357158812806643,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,9,2,10.467243226272855,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,9,3,10.32102588900864,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,9,4,12.753908827924757,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,9,5,12.092320047961632,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,9,6,11.462914717273524,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,9,7,11.101647021092171,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,9,8,10.467243226272855,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,9,9,11.338765464649214,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,9,10,12.753908827924757,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,9,11,12.092320047961632,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,9,12,12.753908827924757,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,9,13,12.092320047961632,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,9,14,11.462914717273524,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,9,15,10.684647422638774,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,9,16,10.467243226272855,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,9,17,10.32102588900864,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,9,18,10.32102588900864,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,9,19,10.467243226272855,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,9,20,10.32102588900864,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,9,21,11.338765464649214,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,9,22,10.467243226272855,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,9,23,11.101647021092171,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,10,0,11.462914717273524,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,10,1,10.357158812806643,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,10,2,10.467243226272855,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,10,3,10.32102588900864,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,10,4,12.753908827924757,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,10,5,12.092320047961632,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,10,6,11.462914717273524,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,10,7,11.101647021092171,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,10,8,10.467243226272855,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,10,9,11.338765464649214,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,10,10,12.753908827924757,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,10,11,12.092320047961632,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,10,12,12.753908827924757,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,10,13,12.092320047961632,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,10,14,11.462914717273524,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,10,15,10.684647422638774,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,10,16,10.467243226272855,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,10,17,10.32102588900864,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,10,18,10.32102588900864,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,10,19,10.467243226272855,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,10,20,10.32102588900864,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,10,21,11.338765464649214,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,10,22,10.467243226272855,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,10,23,11.101647021092171,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,11,0,11.462914717273524,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,11,1,10.357158812806643,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,11,2,10.467243226272855,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,11,3,10.32102588900864,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,11,4,12.753908827924757,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,11,5,12.092320047961632,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,11,6,11.462914717273524,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,11,7,11.101647021092171,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,11,8,10.467243226272855,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,11,9,11.338765464649214,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,11,10,12.753908827924757,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,11,11,12.092320047961632,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,11,12,12.753908827924757,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,11,13,12.092320047961632,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,11,14,11.462914717273524,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,11,15,10.684647422638774,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,11,16,10.467243226272855,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,11,17,10.32102588900864,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,11,18,10.32102588900864,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,11,19,10.467243226272855,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,11,20,10.32102588900864,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,11,21,11.338765464649214,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,11,22,10.467243226272855,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,11,23,11.101647021092171,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,12,0,11.462914717273524,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,12,1,10.357158812806643,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,12,2,10.467243226272855,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,12,3,10.32102588900864,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,12,4,12.753908827924757,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,12,5,12.092320047961632,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,12,6,11.462914717273524,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,12,7,11.101647021092171,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,12,8,10.467243226272855,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,12,9,11.338765464649214,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,12,10,12.753908827924757,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,12,11,12.092320047961632,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,12,12,12.753908827924757,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,12,13,12.092320047961632,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,12,14,11.462914717273524,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,12,15,10.684647422638774,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,12,16,10.467243226272855,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,12,17,10.32102588900864,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,12,18,10.32102588900864,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,12,19,10.467243226272855,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,12,20,10.32102588900864,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,12,21,11.338765464649214,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,12,22,10.467243226272855,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,12,23,11.101647021092171,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,13,0,11.462914717273524,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,13,1,10.357158812806643,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,13,2,10.467243226272855,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,13,3,10.32102588900864,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,13,4,12.753908827924757,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,13,5,12.092320047961632,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,13,6,11.462914717273524,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,13,7,11.101647021092171,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,13,8,10.467243226272855,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,13,9,11.338765464649214,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,13,10,12.753908827924757,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,13,11,12.092320047961632,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,13,12,12.753908827924757,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,13,13,12.092320047961632,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,13,14,11.462914717273524,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,13,15,10.684647422638774,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,13,16,10.467243226272855,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,13,17,10.32102588900864,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,13,18,10.32102588900864,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,13,19,10.467243226272855,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,13,20,10.32102588900864,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,13,21,11.338765464649214,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,13,22,10.467243226272855,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,13,23,11.101647021092171,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,14,0,11.462914717273524,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,14,1,10.357158812806643,0.0
rl,ppo | LDPC-DiscreteMI-v0,24,14,2,10.467243226272855,0.0
