source,mode,cluster_size,iteration,cluster_id,max_abs_llr,snr_db
rl,ppo | LDPC-DiscreteResidual-v0,48,0,0,11.462914717273524,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,0,1,10.392095357462132,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,0,2,12.092320047961632,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,0,3,11.462914717273524,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,0,4,11.338765464649214,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,0,5,12.092320047961632,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,0,6,12.092320047961632,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,0,7,11.462914717273524,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,0,8,10.357158812806643,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,0,9,10.357158812806643,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,0,10,11.338765464649214,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,0,11,11.101647021092171,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,1,0,11.462914717273524,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,1,1,10.820030791833673,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,1,2,13.85051380179339,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,1,3,11.462914717273524,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,1,4,11.703715148280104,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,1,5,13.85051380179339,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,1,6,13.85051380179339,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,1,7,11.462914717273524,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,1,8,10.820030791833673,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,1,9,10.820030791833673,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,1,10,11.338765464649214,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,1,11,11.101647021092171,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,2,0,11.462914717273524,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,2,1,10.820030791833673,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,2,2,13.85051380179339,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,2,3,11.462914717273524,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,2,4,11.703715148280104,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,2,5,13.85051380179339,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,2,6,13.85051380179339,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,2,7,11.462914717273524,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,2,8,10.820030791833673,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,2,9,10.820030791833673,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,2,10,11.338765464649214,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,2,11,11.101647021092171,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,3,0,11.462914717273524,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,3,1,10.820030791833673,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,3,2,13.85051380179339,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,3,3,11.462914717273524,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,3,4,11.703715148280104,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,3,5,13.85051380179339,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,3,6,13.85051380179339,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,3,7,11.462914717273524,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,3,8,10.820030791833673,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,3,9,10.820030791833673,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,3,10,11.338765464649214,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,3,11,11.101647021092171,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,4,0,11.462914717273524,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,4,1,10.820030791833673,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,4,2,13.85051380179339,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,4,3,11.462914717273524,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,4,4,11.703715148280104,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,4,5,13.85051380179339,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,4,6,13.85051380179339,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,4,7,11.462914717273524,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,4,8,10.820030791833673,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,4,9,10.820030791833673,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,4,10,11.338765464649214,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,4,11,11.101647021092171,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,5,0,11.462914717273524,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,5,1,10.820030791833673,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,5,2,13.85051380179339,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,5,3,11.462914717273524,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,5,4,11.703715148280104,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,5,5,13.85051380179339,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,5,6,13.85051380179339,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,5,7,11.462914717273524,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,5,8,10.820030791833673,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,5,9,10.820030791833673,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,5,10,11.338765464649214,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,5,11,11.101647021092171,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,6,0,11.462914717273524,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,6,1,10.820030791833673,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,6,2,13.85051380179339,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,6,3,11.462914717273524,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,6,4,11.703715148280104,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,6,5,13.85051380179339,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,6,6,13.85051380179339,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,6,7,11.462914717273524,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,6,8,10.820030791833673,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,6,9,10.820030791833673,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,6,10,11.338765464649214,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,6,11,11.101647021092171,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,7,0,11.462914717273524,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,7,1,10.820030791833673,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,7,2,13.85051380179339,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,7,3,11.462914717273524,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,7,4,11.703715148280104,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,7,5,13.85051380179339,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,7,6,13.85051380179339,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,7,7,11.462914717273524,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,7,8,10.820030791833673,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,7,9,10.820030791833673,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,7,10,11.338765464649214,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,7,11,11.101647021092171,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,8,0,11.462914717273524,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,8,1,10.820030791833673,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,8,2,13.85051380179339,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,8,3,11.462914717273524,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,8,4,11.703715148280104,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,8,5,13.85051380179339,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,8,6,13.85051380179339,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,8,7,11.462914717273524,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,8,8,10.820030791833673,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,8,9,10.820030791833673,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,8,10,11.338765464649214,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,8,11,11.101647021092171,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,9,0,11.462914717273524,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,9,1,10.820030791833673,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,9,2,13.85051380179339,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,9,3,11.462914717273524,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,9,4,11.703715148280104,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,9,5,13.85051380179339,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,9,6,13.85051380179339,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,9,7,11.462914717273524,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,9,8,10.820030791833673,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,9,9,10.820030791833673,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,9,10,11.338765464649214,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,9,11,11.101647021092171,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,10,0,11.462914717273524,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,10,1,10.820030791833673,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,10,2,13.85051380179339,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,10,3,11.462914717273524,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,10,4,11.703715148280104,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,10,5,13.85051380179339,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,10,6,13.85051380179339,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,10,7,11.462914717273524,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,10,8,10.820030791833673,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,10,9,10.820030791833673,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,10,10,11.338765464649214,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,10,11,11.101647021092171,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,11,0,11.462914717273524,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,11,1,10.820030791833673,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,11,2,13.85051380179339,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,11,3,11.462914717273524,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,11,4,11.703715148280104,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,11,5,13.85051380179339,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,11,6,13.85051380179339,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,11,7,11.462914717273524,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,11,8,10.820030791833673,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,11,9,10.820030791833673,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,11,10,11.338765464649214,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,11,11,11.101647021092171,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,12,0,11.462914717273524,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,12,1,10.820030791833673,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,12,2,13.85051380179339,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,12,3,11.462914717273524,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,12,4,11.703715148280104,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,12,5,13.85051380179339,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,12,6,13.85051380179339,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,12,7,11.462914717273524,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,12,8,10.820030791833673,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,12,9,10.820030791833673,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,12,10,11.338765464649214,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,12,11,11.101647021092171,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,13,0,11.462914717273524,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,13,1,10.820030791833673,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,13,2,13.85051380179339,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,13,3,11.462914717273524,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,13,4,11.703715148280104,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,13,5,13.85051380179339,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,13,6,13.85051380179339,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,13,7,11.462914717273524,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,13,8,10.820030791833673,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,13,9,10.820030791833673,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,13,10,11.338765464649214,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,13,11,11.101647021092171,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,14,0,11.462914717273524,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,14,1,10.820030791833673,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,14,2,13.85051380179339,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,14,3,11.462914717273524,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,14,4,11.703715148280104,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,14,5,13.85051380179339,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,14,6,13.85051380179339,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,14,7,11.462914717273524,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,14,8,10.820030791833673,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,14,9,10.820030791833673,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,14,10,11.338765464649214,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,14,11,11.101647021092171,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,15,0,11.462914717273524,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,15,1,10.820030791833673,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,15,2,13.85051380179339,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,15,3,11.462914717273524,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,15,4,11.703715148280104,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,15,5,13.85051380179339,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,15,6,13.85051380179339,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,15,7,11.462914717273524,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,15,8,10.820030791833673,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,15,9,10.820030791833673,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,15,10,11.338765464649214,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,15,11,11.101647021092171,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,16,0,11.462914717273524,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,16,1,10.820030791833673,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,16,2,13.85051380179339,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,16,3,11.462914717273524,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,16,4,11.703715148280104,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,16,5,13.85051380179339,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,16,6,13.85051380179339,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,16,7,11.462914717273524,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,16,8,10.820030791833673,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,16,9,10.820030791833673,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,16,10,11.338765464649214,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,16,11,11.101647021092171,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,17,0,11.462914717273524,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,17,1,10.820030791833673,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,17,2,13.85051380179339,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,17,3,11.462914717273524,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,17,4,11.703715148280104,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,17,5,13.85051380179339,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,17,6,13.85051380179339,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,17,7,11.462914717273524,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,17,8,10.820030791833673,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,17,9,10.820030791833673,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,17,10,11.338765464649214,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,17,11,11.101647021092171,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,18,0,11.462914717273524,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,18,1,10.820030791833673,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,18,2,13.85051380179339,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,18,3,11.462914717273524,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,18,4,11.703715148280104,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,18,5,13.85051380179339,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,18,6,13.85051380179339,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,18,7,11.462914717273524,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,18,8,10.820030791833673,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,18,9,10.820030791833673,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,18,10,11.338765464649214,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,18,11,11.101647021092171,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,19,0,11.462914717273524,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,19,1,10.820030791833673,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,19,2,13.85051380179339,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,19,3,11.462914717273524,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,19,4,11.703715148280104,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,19,5,13.85051380179339,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,19,6,13.85051380179339,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,19,7,11.462914717273524,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,19,8,10.820030791833673,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,19,9,10.820030791833673,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,19,10,11.338765464649214,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,19,11,11.101647021092171,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,20,0,11.462914717273524,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,20,1,10.820030791833673,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,20,2,13.85051380179339,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,20,3,11.462914717273524,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,20,4,11.703715148280104,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,20,5,13.85051380179339,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,20,6,13.85051380179339,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,20,7,11.462914717273524,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,20,8,10.820030791833673,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,20,9,10.820030791833673,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,20,10,11.338765464649214,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,20,11,11.101647021092171,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,21,0,11.462914717273524,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,21,1,10.820030791833673,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,21,2,13.85051380179339,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,21,3,11.462914717273524,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,21,4,11.703715148280104,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,21,5,13.85051380179339,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,21,6,13.85051380179339,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,21,7,11.462914717273524,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,21,8,10.820030791833673,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,21,9,10.820030791833673,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,21,10,11.338765464649214,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,21,11,11.101647021092171,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,22,0,11.462914717273524,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,22,1,10.820030791833673,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,22,2,13.85051380179339,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,22,3,11.462914717273524,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,22,4,11.703715148280104,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,22,5,13.85051380179339,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,22,6,13.85051380179339,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,22,7,11.462914717273524,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,22,8,10.820030791833673,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,22,9,10.820030791833673,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,22,10,11.338765464649214,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,22,11,11.101647021092171,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,23,0,11.462914717273524,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,23,1,10.820030791833673,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,23,2,13.85051380179339,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,23,3,11.462914717273524,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,23,4,11.703715148280104,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,23,5,13.85051380179339,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,23,6,13.85051380179339,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,23,7,11.462914717273524,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,23,8,10.820030791833673,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,23,9,10.820030791833673,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,23,10,11.338765464649214,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,23,11,11.101647021092171,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,24,0,11.462914717273524,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,24,1,10.820030791833673,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,24,2,13.85051380179339,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,24,3,11.462914717273524,0.0
rl,ppo | LDPC-DiscreteResidual-v0,48,24,4,11.703715148280104,0.0
