method,snr_db,frames,bit_errors,frame_errors,ber,fer,avg_messages,avg_iterations,converged_frames,code,matrix_csv,code_rate,i_max,target_frame_errors,max_frames,all_zero_only,total_time_sec,time_per_frame_ms
reldec,-1.0,10000,163662,9867,0.17048125,0.9867,2856.1824,9.9173,139,ab,RELDEC/matrices/H_Mackay_96_48.csv,0.5,10,10000,10000,True,41.16439199447632,4.1164391994476315
reldec,0.0,10000,119723,8807,0.12471145833333333,0.8807,2640.0384,9.1668,1224,ab,RELDEC/matrices/H_Mackay_96_48.csv,0.5,10,10000,10000,True,37.530795097351074,3.7530795097351075
reldec,0.5,10000,91115,7369,0.09491145833333334,0.7369,2323.8144,8.0688,2686,ab,RELDEC/matrices/H_Mackay_96_48.csv,0.5,10,10000,10000,True,33.037224531173706,3.303722453117371
reldec,1.0,10000,62603,5357,0.06521145833333333,0.5357,1859.2704,6.4558,4702,ab,RELDEC/matrices/H_Mackay_96_48.csv,0.5,10,10000,10000,True,25.931328058242798,2.59313280582428
reldec,1.5,10000,35364,3206,0.0368375,0.3206,1335.024,4.6355,6852,ab,RELDEC/matrices/H_Mackay_96_48.csv,0.5,10,10000,10000,True,18.61115837097168,1.861115837097168
reldec,2.0,10000,16619,1544,0.017311458333333335,0.1544,900.2304,3.1258,8488,ab,RELDEC/matrices/H_Mackay_96_48.csv,0.5,10,10000,10000,True,12.44769287109375,1.2447692871093752
reldec,2.5,10000,5701,551,0.005938541666666667,0.0551,600.1344,2.0838,9460,ab,RELDEC/matrices/H_Mackay_96_48.csv,0.5,10,10000,10000,True,8.391649007797241,0.8391649007797242
reldec,3.0,10000,1567,161,0.0016322916666666667,0.0161,449.1648,1.5596,9848,ab,RELDEC/matrices/H_Mackay_96_48.csv,0.5,10,10000,10000,True,6.514885663986206,0.6514885663986206
