method,snr_db,frames,bit_errors,frame_errors,ber,fer,avg_messages,avg_iterations,converged_frames,code,matrix_csv,code_rate,i_max,target_frame_errors,max_frames,all_zero_only,total_time_sec,time_per_frame_ms
dyna_reldec,-1.0,10000,573785,10000,0.14942317708333333,1.0,12960.0,10.0,0,ab,RELDEC/matrices/WRAN_irreg_384_256.csv,0.6666666666666667,10,10000,10000,True,397.00594186782837,39.70059418678284
dyna_reldec,0.0,10000,450472,9998,0.11731041666666667,0.9998,12959.6112,9.9997,2,ab,RELDEC/matrices/WRAN_irreg_384_256.csv,0.6666666666666667,10,10000,10000,True,388.2398111820221,38.82398111820221
dyna_reldec,0.5,10000,378431,9962,0.09854973958333334,0.9962,12942.2448,9.9863,38,ab,RELDEC/matrices/WRAN_irreg_384_256.csv,0.6666666666666667,10,10000,10000,True,392.75077843666077,39.27507784366608
dyna_reldec,1.0,10000,295166,9468,0.07686614583333333,0.9468,12641.3136,9.7541,532,ab,RELDEC/matrices/WRAN_irreg_384_256.csv,0.6666666666666667,10,10000,10000,True,379.0657196044922,37.90657196044922
dyna_reldec,1.5,10000,174716,6846,0.04549895833333333,0.6846,10546.4592,8.1377,3155,ab,RELDEC/matrices/WRAN_irreg_384_256.csv,0.6666666666666667,10,10000,10000,True,318.8071303367615,31.88071303367615
dyna_reldec,2.0,10000,61153,2786,0.015925260416666667,0.2786,6597.0288,5.0903,7216,ab,RELDEC/matrices/WRAN_irreg_384_256.csv,0.6666666666666667,10,10000,10000,True,197.17098426818848,19.717098426818847
dyna_reldec,2.5,10000,9374,482,0.0024411458333333334,0.0482,3591.9936,2.7716,9519,ab,RELDEC/matrices/WRAN_irreg_384_256.csv,0.6666666666666667,10,10000,10000,True,106.08080959320068,10.608080959320068
dyna_reldec,3.0,10000,796,48,0.00020729166666666666,0.0048,2456.1792,1.8952,9953,ab,RELDEC/matrices/WRAN_irreg_384_256.csv,0.6666666666666667,10,10000,10000,True,75.99547123908997,7.599547123908997
