source,mode,cluster_size,iteration,cluster_id,avg_abs_llr,snr_db
rl,dqn | LDPC-DiscreteMI-v0,24,7,18,4.0767364255865015,0.0
rl,dqn | LDPC-DiscreteMI-v0,24,7,19,5.4815589123167205,0.0
rl,dqn | LDPC-DiscreteMI-v0,24,7,20,3.964498080599192,0.0
rl,dqn | LDPC-DiscreteMI-v0,24,7,21,4.567250959590349,0.0
rl,dqn | LDPC-DiscreteMI-v0,24,7,22,4.541417706382151,0.0
rl,dqn | LDPC-DiscreteMI-v0,24,7,23,4.403896357017251,0.0
rl,dqn | LDPC-DiscreteMI-v0,24,8,0,4.236154278426641,0.0
rl,dqn | LDPC-DiscreteMI-v0,24,8,1,4.160788616469076,0.0
rl,dqn | LDPC-DiscreteMI-v0,24,8,2,4.2070236144848145,0.0
rl,dqn | LDPC-DiscreteMI-v0,24,8,3,4.381218918668084,0.0
rl,dqn | LDPC-DiscreteMI-v0,24,8,4,4.098740912711058,0.0
rl,dqn | LDPC-DiscreteMI-v0,24,8,5,4.246380744124944,0.0
rl,dqn | LDPC-DiscreteMI-v0,24,8,6,4.084438124478158,0.0
rl,dqn | LDPC-DiscreteMI-v0,24,8,7,4.55542403655611,0.0
rl,dqn | LDPC-DiscreteMI-v0,24,8,8,4.305636985972067,0.0
rl,dqn | LDPC-DiscreteMI-v0,24,8,9,4.180479461822852,0.0
rl,dqn | LDPC-DiscreteMI-v0,24,8,10,4.36685700412016,0.0
rl,dqn | LDPC-DiscreteMI-v0,24,8,11,4.131556847008414,0.0
rl,dqn | LDPC-DiscreteMI-v0,24,8,12,4.245747748910834,0.0
rl,dqn | LDPC-DiscreteMI-v0,24,8,13,4.356156831229744,0.0
rl,dqn | LDPC-DiscreteMI-v0,24,8,14,4.067935694999637,0.0
rl,dqn | LDPC-DiscreteMI-v0,24,8,15,3.960564274198243,0.0
rl,dqn | LDPC-DiscreteMI-v0,24,8,16,4.1759930577943045,0.0
rl,dqn | LDPC-DiscreteMI-v0,24,8,17,4.152397626307091,0.0
rl,dqn | LDPC-DiscreteMI-v0,24,8,18,4.0767364255865015,0.0
rl,dqn | LDPC-DiscreteMI-v0,24,8,19,5.4815589123167205,0.0
rl,dqn | LDPC-DiscreteMI-v0,24,8,20,3.964498080599192,0.0
rl,dqn | LDPC-DiscreteMI-v0,24,8,21,4.567250959590349,0.0
rl,dqn | LDPC-DiscreteMI-v0,24,8,22,4.541417706382151,0.0
rl,dqn | LDPC-DiscreteMI-v0,24,8,23,4.403896357017251,0.0
rl,dqn | LDPC-DiscreteMI-v0,24,9,0,4.236154278426641,0.0
rl,dqn | LDPC-DiscreteMI-v0,24,9,1,4.160788616469076,0.0
rl,dqn | LDPC-DiscreteMI-v0,24,9,2,4.2070236144848145,0.0
rl,dqn | LDPC-DiscreteMI-v0,24,9,3,4.381218918668084,0.0
rl,dqn | LDPC-DiscreteMI-v0,24,9,4,4.098740912711058,0.0
rl,dqn | LDPC-DiscreteMI-v0,24,9,5,4.246380744124944,0.0
rl,dqn | LDPC-DiscreteMI-v0,24,9,6,4.084438124478158,0.0
rl,dqn | LDPC-DiscreteMI-v0,24,9,7,4.55542403655611,0.0
rl,dqn | LDPC-DiscreteMI-v0,24,9,8,4.305636985972067,0.0
rl,dqn | LDPC-DiscreteMI-v0,24,9,9,4.180479461822852,0.0
rl,dqn | LDPC-DiscreteMI-v0,24,9,10,4.36685700412016,0.0
rl,dqn | LDPC-DiscreteMI-v0,24,9,11,4.131556847008414,0.0
rl,dqn | LDPC-DiscreteMI-v0,24,9,12,4.245747748910834,0.0
rl,dqn | LDPC-DiscreteMI-v0,24,9,13,4.356156831229744,0.0
rl,dqn | LDPC-DiscreteMI-v0,24,9,14,4.067935694999637,0.0
rl,dqn | LDPC-DiscreteMI-v0,24,9,15,3.960564274198243,0.0
rl,dqn | LDPC-DiscreteMI-v0,24,9,16,4.1759930577943045,0.0
rl,dqn | LDPC-DiscreteMI-v0,24,9,17,4.152397626307091,0.0
rl,dqn | LDPC-DiscreteMI-v0,24,9,18,4.0767364255865015,0.0
rl,dqn | LDPC-DiscreteMI-v0,24,9,19,5.4815589123167205,0.0
rl,dqn | LDPC-DiscreteMI-v0,24,9,20,3.964498080599192,0.0
rl,dqn | LDPC-DiscreteMI-v0,24,9,21,4.567250959590349,0.0
rl,dqn | LDPC-DiscreteMI-v0,24,9,22,4.541417706382151,0.0
rl,dqn | LDPC-DiscreteMI-v0,24,9,23,4.403896357017251,0.0
rl,dqn | LDPC-DiscreteMI-v0,24,10,0,4.236154278426641,0.0
rl,dqn | LDPC-DiscreteMI-v0,24,10,1,4.160788616469076,0.0
rl,dqn | LDPC-DiscreteMI-v0,24,10,2,4.2070236144848145,0.0
rl,dqn | LDPC-DiscreteMI-v0,24,10,3,4.381218918668084,0.0
rl,dqn | LDPC-DiscreteMI-v0,24,10,4,4.098740912711058,0.0
rl,dqn | LDPC-DiscreteMI-v0,24,10,5,4.246380744124944,0.0
rl,dqn | LDPC-DiscreteMI-v0,24,10,6,4.084438124478158,0.0
rl,dqn | LDPC-DiscreteMI-v0,24,10,7,4.55542403655611,0.0
rl,dqn | LDPC-DiscreteMI-v0,24,10,8,4.305636985972067,0.0
rl,dqn | LDPC-DiscreteMI-v0,24,10,9,4.180479461822852,0.0
rl,dqn | LDPC-DiscreteMI-v0,24,10,10,4.36685700412016,0.0
rl,dqn | LDPC-DiscreteMI-v0,24,10,11,4.131556847008414,0.0
rl,dqn | LDPC-DiscreteMI-v0,24,10,12,4.245747748910834,0.0
rl,dqn | LDPC-DiscreteMI-v0,24,10,13,4.356156831229744,0.0
rl,dqn | LDPC-DiscreteMI-v0,24,10,14,4.067935694999637,0.0
rl,dqn | LDPC-DiscreteMI-v0,24,10,15,3.960564274198243,0.0
rl,dqn | LDPC-DiscreteMI-v0,24,10,16,4.1759930577943045,0.0
rl,dqn | LDPC-DiscreteMI-v0,24,10,17,4.152397626307091,0.0
rl,dqn | LDPC-DiscreteMI-v0,24,10,18,4.0767364255865015,0.0
rl,dqn | LDPC-DiscreteMI-v0,24,10,19,5.4815589123167205,0.0
rl,dqn | LDPC-DiscreteMI-v0,24,10,20,3.964498080599192,0.0
rl,dqn | LDPC-DiscreteMI-v0,24,10,21,4.567250959590349,0.0
rl,dqn | LDPC-DiscreteMI-v0,24,10,22,4.541417706382151,0.0
rl,dqn | LDPC-DiscreteMI-v0,24,10,23,4.403896357017251,0.0
rl,dqn | LDPC-DiscreteMI-v0,24,11,0,4.236154278426641,0.0
rl,dqn | LDPC-DiscreteMI-v0,24,11,1,4.160788616469076,0.0
rl,dqn | LDPC-DiscreteMI-v0,24,11,2,4.2070236144848145,0.0
rl,dqn | LDPC-DiscreteMI-v0,24,11,3,4.381218918668084,0.0
rl,dqn | LDPC-DiscreteMI-v0,24,11,4,4.098740912711058,0.0
rl,dqn | LDPC-DiscreteMI-v0,24,11,5,4.246380744124944,0.0
rl,dqn | LDPC-DiscreteMI-v0,24,11,6,4.084438124478158,0.0
rl,dqn | LDPC-DiscreteMI-v0,24,11,7,4.55542403655611,0.0
rl,dqn | LDPC-DiscreteMI-v0,24,11,8,4.305636985972067,0.0
rl,dqn | LDPC-DiscreteMI-v0,24,11,9,4.180479461822852,0.0
rl,dqn | LDPC-DiscreteMI-v0,24,11,10,4.36685700412016,0.0
rl,dqn | LDPC-DiscreteMI-v0,24,11,11,4.131556847008414,0.0
rl,dqn | LDPC-DiscreteMI-v0,24,11,12,4.245747748910834,0.0
rl,dqn | LDPC-DiscreteMI-v0,24,11,13,4.356156831229744,0.0
