iteration,mean_residual,p25_residual,p75_residual,mean_residual_norm,p25_residual_norm,p75_residual_norm
0,1211.5895867584275,1169.333933479674,1250.584800020933,1.0,0.9651237896556975,1.0321851670637383
1,1153.8995945971024,1116.2109277544944,1188.1538931630225,0.9523848729043034,0.9212780796019253,0.9806570691498707
2,1153.8995945971024,1116.2109277544944,1188.1538931630225,0.9523848729043034,0.9212780796019253,0.9806570691498707
3,1153.8995945971024,1116.2109277544944,1188.1538931630225,0.9523848729043034,0.9212780796019253,0.9806570691498707
4,1153.8995945971024,1116.2109277544944,1188.1538931630225,0.9523848729043034,0.9212780796019253,0.9806570691498707
5,1153.8995945971024,1116.2109277544944,1188.1538931630225,0.9523848729043034,0.9212780796019253,0.9806570691498707
6,1153.8995945971024,1116.2109277544944,1188.1538931630225,0.9523848729043034,0.9212780796019253,0.9806570691498707
7,1153.8995945971024,1116.2109277544944,1188.1538931630225,0.9523848729043034,0.9212780796019253,0.9806570691498707
8,1153.8995945971024,1116.2109277544944,1188.1538931630225,0.9523848729043034,0.9212780796019253,0.9806570691498707
9,1153.8995945971024,1116.2109277544944,1188.1538931630225,0.9523848729043034,0.9212780796019253,0.9806570691498707
10,1153.8995945971024,1116.2109277544944,1188.1538931630225,0.9523848729043034,0.9212780796019253,0.9806570691498707
11,1153.8995945971024,1116.2109277544944,1188.1538931630225,0.9523848729043034,0.9212780796019253,0.9806570691498707
12,1153.8995945971024,1116.2109277544944,1188.1538931630225,0.9523848729043034,0.9212780796019253,0.9806570691498707
13,1153.8995945971024,1116.2109277544944,1188.1538931630225,0.9523848729043034,0.9212780796019253,0.9806570691498707
14,1153.8995945971024,1116.2109277544944,1188.1538931630225,0.9523848729043034,0.9212780796019253,0.9806570691498707
15,1153.8995945971024,1116.2109277544944,1188.1538931630225,0.9523848729043034,0.9212780796019253,0.9806570691498707
16,1153.8995945971024,1116.2109277544944,1188.1538931630225,0.9523848729043034,0.9212780796019253,0.9806570691498707
17,1153.8995945971024,1116.2109277544944,1188.1538931630225,0.9523848729043034,0.9212780796019253,0.9806570691498707
18,1153.8995945971024,1116.2109277544944,1188.1538931630225,0.9523848729043034,0.9212780796019253,0.9806570691498707
19,1153.8995945971024,1116.2109277544944,1188.1538931630225,0.9523848729043034,0.9212780796019253,0.9806570691498707
20,1153.8995945971024,1116.2109277544944,1188.1538931630225,0.9523848729043034,0.9212780796019253,0.9806570691498707
21,1153.8995945971024,1116.2109277544944,1188.1538931630225,0.9523848729043034,0.9212780796019253,0.9806570691498707
22,1153.8995945971024,1116.2109277544944,1188.1538931630225,0.9523848729043034,0.9212780796019253,0.9806570691498707
23,1153.8995945971024,1116.2109277544944,1188.1538931630225,0.9523848729043034,0.9212780796019253,0.9806570691498707
24,1153.8995945971024,1116.2109277544944,1188.1538931630225,0.9523848729043034,0.9212780796019253,0.9806570691498707
25,1153.8995945971024,1116.2109277544944,1188.1538931630225,0.9523848729043034,0.9212780796019253,0.9806570691498707
26,1153.8995945971024,1116.2109277544944,1188.1538931630225,0.9523848729043034,0.9212780796019253,0.9806570691498707
27,1153.8995945971024,1116.2109277544944,1188.1538931630225,0.9523848729043034,0.9212780796019253,0.9806570691498707
28,1153.8995945971024,1116.2109277544944,1188.1538931630225,0.9523848729043034,0.9212780796019253,0.9806570691498707
29,1153.8995945971024,1116.2109277544944,1188.1538931630225,0.9523848729043034,0.9212780796019253,0.9806570691498707
30,1153.8995945971024,1116.2109277544944,1188.1538931630225,0.9523848729043034,0.9212780796019253,0.9806570691498707
31,1153.8995945971024,1116.2109277544944,1188.1538931630225,0.9523848729043034,0.9212780796019253,0.9806570691498707
32,1153.8995945971024,1116.2109277544944,1188.1538931630225,0.9523848729043034,0.9212780796019253,0.9806570691498707
33,1153.8995945971024,1116.2109277544944,1188.1538931630225,0.9523848729043034,0.9212780796019253,0.9806570691498707
34,1153.8995945971024,1116.2109277544944,1188.1538931630225,0.9523848729043034,0.9212780796019253,0.9806570691498707
35,1153.8995945971024,1116.2109277544944,1188.1538931630225,0.9523848729043034,0.9212780796019253,0.9806570691498707
