source,mode,cluster_size,iteration,cluster_id,max_abs_llr,snr_db
rl,dqn | LDPC-DiscreteResidual-v0,48,17,10,12.278652157074866,0.0
rl,dqn | LDPC-DiscreteResidual-v0,48,17,11,13.321643039896383,0.0
rl,dqn | LDPC-DiscreteResidual-v0,48,18,0,13.321643039896383,0.0
rl,dqn | LDPC-DiscreteResidual-v0,48,18,1,12.278652157074866,0.0
rl,dqn | LDPC-DiscreteResidual-v0,48,18,2,12.278652157074866,0.0
rl,dqn | LDPC-DiscreteResidual-v0,48,18,3,12.278652157074866,0.0
rl,dqn | LDPC-DiscreteResidual-v0,48,18,4,13.321643039896383,0.0
rl,dqn | LDPC-DiscreteResidual-v0,48,18,5,13.221401957503417,0.0
rl,dqn | LDPC-DiscreteResidual-v0,48,18,6,12.278652157074866,0.0
rl,dqn | LDPC-DiscreteResidual-v0,48,18,7,12.278652157074866,0.0
rl,dqn | LDPC-DiscreteResidual-v0,48,18,8,12.278652157074866,0.0
rl,dqn | LDPC-DiscreteResidual-v0,48,18,9,12.278652157074866,0.0
rl,dqn | LDPC-DiscreteResidual-v0,48,18,10,12.278652157074866,0.0
rl,dqn | LDPC-DiscreteResidual-v0,48,18,11,13.321643039896383,0.0
rl,dqn | LDPC-DiscreteResidual-v0,48,19,0,13.321643039896383,0.0
rl,dqn | LDPC-DiscreteResidual-v0,48,19,1,12.278652157074866,0.0
rl,dqn | LDPC-DiscreteResidual-v0,48,19,2,12.278652157074866,0.0
rl,dqn | LDPC-DiscreteResidual-v0,48,19,3,12.278652157074866,0.0
rl,dqn | LDPC-DiscreteResidual-v0,48,19,4,13.321643039896383,0.0
rl,dqn | LDPC-DiscreteResidual-v0,48,19,5,13.221401957503417,0.0
rl,dqn | LDPC-DiscreteResidual-v0,48,19,6,12.278652157074866,0.0
rl,dqn | LDPC-DiscreteResidual-v0,48,19,7,12.278652157074866,0.0
rl,dqn | LDPC-DiscreteResidual-v0,48,19,8,12.278652157074866,0.0
rl,dqn | LDPC-DiscreteResidual-v0,48,19,9,12.278652157074866,0.0
rl,dqn | LDPC-DiscreteResidual-v0,48,19,10,12.278652157074866,0.0
rl,dqn | LDPC-DiscreteResidual-v0,48,19,11,13.321643039896383,0.0
rl,dqn | LDPC-DiscreteResidual-v0,48,20,0,13.321643039896383,0.0
rl,dqn | LDPC-DiscreteResidual-v0,48,20,1,12.278652157074866,0.0
rl,dqn | LDPC-DiscreteResidual-v0,48,20,2,12.278652157074866,0.0
rl,dqn | LDPC-DiscreteResidual-v0,48,20,3,12.278652157074866,0.0
rl,dqn | LDPC-DiscreteResidual-v0,48,20,4,13.321643039896383,0.0
rl,dqn | LDPC-DiscreteResidual-v0,48,20,5,13.221401957503417,0.0
rl,dqn | LDPC-DiscreteResidual-v0,48,20,6,12.278652157074866,0.0
rl,dqn | LDPC-DiscreteResidual-v0,48,20,7,12.278652157074866,0.0
rl,dqn | LDPC-DiscreteResidual-v0,48,20,8,12.278652157074866,0.0
rl,dqn | LDPC-DiscreteResidual-v0,48,20,9,12.278652157074866,0.0
rl,dqn | LDPC-DiscreteResidual-v0,48,20,10,12.278652157074866,0.0
rl,dqn | LDPC-DiscreteResidual-v0,48,20,11,13.321643039896383,0.0
rl,dqn | LDPC-DiscreteResidual-v0,48,21,0,13.321643039896383,0.0
rl,dqn | LDPC-DiscreteResidual-v0,48,21,1,12.278652157074866,0.0
rl,dqn | LDPC-DiscreteResidual-v0,48,21,2,12.278652157074866,0.0
rl,dqn | LDPC-DiscreteResidual-v0,48,21,3,12.278652157074866,0.0
rl,dqn | LDPC-DiscreteResidual-v0,48,21,4,13.321643039896383,0.0
rl,dqn | LDPC-DiscreteResidual-v0,48,21,5,13.221401957503417,0.0
rl,dqn | LDPC-DiscreteResidual-v0,48,21,6,12.278652157074866,0.0
rl,dqn | LDPC-DiscreteResidual-v0,48,21,7,12.278652157074866,0.0
rl,dqn | LDPC-DiscreteResidual-v0,48,21,8,12.278652157074866,0.0
rl,dqn | LDPC-DiscreteResidual-v0,48,21,9,12.278652157074866,0.0
rl,dqn | LDPC-DiscreteResidual-v0,48,21,10,12.278652157074866,0.0
rl,dqn | LDPC-DiscreteResidual-v0,48,21,11,13.321643039896383,0.0
rl,dqn | LDPC-DiscreteResidual-v0,48,22,0,13.321643039896383,0.0
rl,dqn | LDPC-DiscreteResidual-v0,48,22,1,12.278652157074866,0.0
rl,dqn | LDPC-DiscreteResidual-v0,48,22,2,12.278652157074866,0.0
rl,dqn | LDPC-DiscreteResidual-v0,48,22,3,12.278652157074866,0.0
rl,dqn | LDPC-DiscreteResidual-v0,48,22,4,13.321643039896383,0.0
rl,dqn | LDPC-DiscreteResidual-v0,48,22,5,13.221401957503417,0.0
rl,dqn | LDPC-DiscreteResidual-v0,48,22,6,12.278652157074866,0.0
rl,dqn | LDPC-DiscreteResidual-v0,48,22,7,12.278652157074866,0.0
rl,dqn | LDPC-DiscreteResidual-v0,48,22,8,12.278652157074866,0.0
rl,dqn | LDPC-DiscreteResidual-v0,48,22,9,12.278652157074866,0.0
rl,dqn | LDPC-DiscreteResidual-v0,48,22,10,12.278652157074866,0.0
rl,dqn | LDPC-DiscreteResidual-v0,48,22,11,13.321643039896383,0.0
rl,dqn | LDPC-DiscreteResidual-v0,48,23,0,13.321643039896383,0.0
rl,dqn | LDPC-DiscreteResidual-v0,48,23,1,12.278652157074866,0.0
rl,dqn | LDPC-DiscreteResidual-v0,48,23,2,12.278652157074866,0.0
rl,dqn | LDPC-DiscreteResidual-v0,48,23,3,12.278652157074866,0.0
rl,dqn | LDPC-DiscreteResidual-v0,48,23,4,13.321643039896383,0.0
rl,dqn | LDPC-DiscreteResidual-v0,48,23,5,13.221401957503417,0.0
rl,dqn | LDPC-DiscreteResidual-v0,48,23,6,12.278652157074866,0.0
rl,dqn | LDPC-DiscreteResidual-v0,48,23,7,12.278652157074866,0.0
rl,dqn | LDPC-DiscreteResidual-v0,48,23,8,12.278652157074866,0.0
rl,dqn | LDPC-DiscreteResidual-v0,48,23,9,12.278652157074866,0.0
rl,dqn | LDPC-DiscreteResidual-v0,48,23,10,12.278652157074866,0.0
rl,dqn | LDPC-DiscreteResidual-v0,48,23,11,13.321643039896383,0.0
rl,dqn | LDPC-DiscreteResidual-v0,48,24,0,13.321643039896383,0.0
rl,dqn | LDPC-DiscreteResidual-v0,48,24,1,12.278652157074866,0.0
rl,dqn | LDPC-DiscreteResidual-v0,48,24,2,12.278652157074866,0.0
rl,dqn | LDPC-DiscreteResidual-v0,48,24,3,12.278652157074866,0.0
rl,dqn | LDPC-DiscreteResidual-v0,48,24,4,13.321643039896383,0.0
rl,dqn | LDPC-DiscreteResidual-v0,48,24,5,13.221401957503417,0.0
rl,dqn | LDPC-DiscreteResidual-v0,48,24,6,12.278652157074866,0.0
rl,dqn | LDPC-DiscreteResidual-v0,48,24,7,12.278652157074866,0.0
rl,dqn | LDPC-DiscreteResidual-v0,48,24,8,12.278652157074866,0.0
rl,dqn | LDPC-DiscreteResidual-v0,48,24,9,12.278652157074866,0.0
rl,dqn | LDPC-DiscreteResidual-v0,48,24,10,12.278652157074866,0.0
rl,dqn | LDPC-DiscreteResidual-v0,48,24,11,13.321643039896383,0.0
rl,dqn | LDPC-DiscreteResidual-v0,48,25,0,13.321643039896383,0.0
rl,dqn | LDPC-DiscreteResidual-v0,48,25,1,12.278652157074866,0.0
rl,dqn | LDPC-DiscreteResidual-v0,48,25,2,12.278652157074866,0.0
rl,dqn | LDPC-DiscreteResidual-v0,48,25,3,12.278652157074866,0.0
rl,dqn | LDPC-DiscreteResidual-v0,48,25,4,13.321643039896383,0.0
rl,dqn | LDPC-DiscreteResidual-v0,48,25,5,13.221401957503417,0.0
rl,dqn | LDPC-DiscreteResidual-v0,48,25,6,12.278652157074866,0.0
rl,dqn | LDPC-DiscreteResidual-v0,48,25,7,12.278652157074866,0.0
rl,dqn | LDPC-DiscreteResidual-v0,48,25,8,12.278652157074866,0.0
rl,dqn | LDPC-DiscreteResidual-v0,48,25,9,12.278652157074866,0.0
rl,dqn | LDPC-DiscreteResidual-v0,48,25,10,12.278652157074866,0.0
rl,dqn | LDPC-DiscreteResidual-v0,48,25,11,13.321643039896383,0.0
rl,dqn | LDPC-DiscreteResidual-v0,48,26,0,13.321643039896383,0.0
rl,dqn | LDPC-DiscreteResidual-v0,48,26,1,12.278652157074866,0.0
rl,dqn | LDPC-DiscreteResidual-v0,48,26,2,12.278652157074866,0.0
rl,dqn | LDPC-DiscreteResidual-v0,48,26,3,12.278652157074866,0.0
rl,dqn | LDPC-DiscreteResidual-v0,48,26,4,13.321643039896383,0.0
rl,dqn | LDPC-DiscreteResidual-v0,48,26,5,13.221401957503417,0.0
rl,dqn | LDPC-DiscreteResidual-v0,48,26,6,12.278652157074866,0.0
rl,dqn | LDPC-DiscreteResidual-v0,48,26,7,12.278652157074866,0.0
rl,dqn | LDPC-DiscreteResidual-v0,48,26,8,12.278652157074866,0.0
rl,dqn | LDPC-DiscreteResidual-v0,48,26,9,12.278652157074866,0.0
rl,dqn | LDPC-DiscreteResidual-v0,48,26,10,12.278652157074866,0.0
rl,dqn | LDPC-DiscreteResidual-v0,48,26,11,13.321643039896383,0.0
rl,dqn | LDPC-DiscreteResidual-v0,48,27,0,13.321643039896383,0.0
rl,dqn | LDPC-DiscreteResidual-v0,48,27,1,12.278652157074866,0.0
rl,dqn | LDPC-DiscreteResidual-v0,48,27,2,12.278652157074866,0.0
rl,dqn | LDPC-DiscreteResidual-v0,48,27,3,12.278652157074866,0.0
rl,dqn | LDPC-DiscreteResidual-v0,48,27,4,13.321643039896383,0.0
rl,dqn | LDPC-DiscreteResidual-v0,48,27,5,13.221401957503417,0.0
