method,snr_db,frames,bit_errors,frame_errors,ber,fer,avg_messages,avg_iterations,converged_frames
dyna_10,1.0,10000,62991,5344,0.065615625,0.5344,1861.0848,6.4621,4725
dyna_10,1.5,10000,35394,3109,0.03686875,0.3109,1321.2,4.5875,6954
dyna_10,2.0,10000,16899,1545,0.017603125,0.1545,901.0368,3.1286,8496
dyna_10,2.5,10000,5842,547,0.006085416666666667,0.0547,598.8384,2.0793,9478
dyna_10,3.0,10000,1711,168,0.0017822916666666666,0.0168,444.384,1.543,9839
