method,snr_db,frames,bit_errors,frame_errors,ber,fer,avg_messages,avg_iterations,converged_frames
reldec,1.0,10000,61712,5241,0.06428333333333333,0.5241,1817.6544,6.3113,4812
reldec,1.5,10000,35090,3089,0.03655208333333333,0.3089,1291.0752,4.4829,6972
reldec,2.0,10000,15685,1416,0.016338541666666668,0.1416,845.7408,2.9366,8620
reldec,2.5,10000,5556,516,0.0057875,0.0516,568.08,1.9725,9505
reldec,3.0,10000,1401,144,0.001459375,0.0144,416.5056,1.4462,9865
