method,snr_db,frames,bit_errors,frame_errors,ber,fer,avg_messages,avg_iterations,converged_frames
reldec,1.0,10000,62649,5287,0.065259375,0.5287,1833.7536,6.3672,4784
reldec,1.5,10000,36056,3210,0.03755833333333333,0.321,1325.8368,4.6036,6853
reldec,2.0,10000,16242,1491,0.01691875,0.1491,867.4272,3.0119,8551
reldec,2.5,10000,5253,513,0.005471875,0.0513,575.424,1.998,9510
reldec,3.0,10000,1695,167,0.001765625,0.0167,429.7824,1.4923,9843
