method,snr_db,frames,bit_errors,frame_errors,ber,fer,avg_messages,avg_iterations,converged_frames
dyna_10,1.0,10000,62830,5305,0.06544791666666666,0.5305,1851.3216,6.4282,4753
dyna_10,1.5,10000,35991,3208,0.037490625,0.3208,1334.736,4.6345,6857
dyna_10,2.0,10000,16924,1582,0.017629166666666668,0.1582,905.7888,3.1451,8458
dyna_10,2.5,10000,5829,558,0.006071875,0.0558,598.2624,2.0773,9454
dyna_10,3.0,10000,1577,164,0.0016427083333333333,0.0164,437.904,1.5205,9844
