method,snr_db,frames,bit_errors,frame_errors,ber,fer,avg_messages,avg_iterations,converged_frames
dyna_10,1.0,1000,6194,520,0.06452083333333333,0.52,1837.44,6.38,484
dyna_10,1.5,1000,3616,305,0.03766666666666667,0.305,1333.728,4.631,698
dyna_10,2.0,1000,1724,161,0.017958333333333333,0.161,928.224,3.223,841
dyna_10,2.5,1000,597,58,0.00621875,0.058,629.856,2.187,945
dyna_10,3.0,1000,234,21,0.0024375,0.021,454.464,1.578,979
