method,snr_db,frames,bit_errors,frame_errors,ber,fer,avg_messages,avg_iterations,converged_frames
dyna_10,1.0,1000,6503,547,0.06773958333333334,0.547,1888.416,6.557,460
dyna_10,1.5,1000,3659,313,0.038114583333333334,0.313,1315.008,4.566,691
dyna_10,2.0,1000,1557,145,0.01621875,0.145,877.248,3.046,859
dyna_10,2.5,1000,557,50,0.005802083333333334,0.05,574.848,1.996,951
dyna_10,3.0,1000,123,12,0.00128125,0.012,438.048,1.521,988
