method,snr_db,frames,bit_errors,frame_errors,ber,fer,avg_messages,avg_iterations,converged_frames
flooding,1.0,1000,7228,659,0.07529166666666667,0.659,2385.216,8.282,344
flooding,1.5,1000,4657,450,0.04851041666666667,0.45,1993.824,6.923,551
flooding,2.0,1000,2644,277,0.027541666666666666,0.277,1612.512,5.599,726
flooding,2.5,1000,1280,141,0.013333333333333334,0.141,1267.2,4.4,859
flooding,3.0,1000,612,73,0.006375,0.073,1006.56,3.495,928
