method,snr_db,frames,bit_errors,frame_errors,ber,fer,avg_messages,avg_iterations,converged_frames
reldec,1.0,1000,5766,504,0.0600625,0.504,1769.472,6.144,502
reldec,1.5,1000,3536,306,0.036833333333333336,0.306,1280.16,4.445,697
reldec,2.0,1000,1304,118,0.013583333333333333,0.118,762.912,2.649,890
reldec,2.5,1000,584,54,0.006083333333333333,0.054,565.92,1.965,950
reldec,3.0,1000,153,16,0.00159375,0.016,423.936,1.472,984
