method,snr_db,frames,bit_errors,frame_errors,ber,fer,avg_messages,avg_iterations,converged_frames
reldec,1.0,10000,63442,5319,0.06608541666666666,0.5319,1838.2464,6.3828,4743
reldec,1.5,10000,35603,3121,0.037086458333333336,0.3121,1303.2576,4.5252,6930
reldec,2.0,10000,14827,1372,0.015444791666666667,0.1372,839.8656,2.9162,8669
reldec,2.5,10000,6035,557,0.006286458333333333,0.0557,589.2192,2.0459,9466
reldec,3.0,10000,1515,146,0.001578125,0.0146,418.176,1.452,9859
