method,snr_db,frames,bit_errors,frame_errors,ber,fer,avg_messages,avg_iterations,converged_frames
flooding,1.0,1000,6981,639,0.07271875,0.639,2353.248,8.171,363
flooding,1.5,1000,4867,473,0.05069791666666667,0.473,2039.616,7.082,531
flooding,2.0,1000,2608,276,0.027166666666666665,0.276,1653.696,5.742,729
flooding,2.5,1000,1482,170,0.0154375,0.17,1315.872,4.569,835
flooding,3.0,1000,542,70,0.005645833333333333,0.07,976.32,3.39,932
