method,snr_db,frames,bit_errors,frame_errors,ber,fer,avg_messages,avg_iterations,converged_frames
dyna_10,1.0,10000,63267,5360,0.065903125,0.536,1860.7104,6.4608,4708
dyna_10,1.5,10000,36421,3257,0.037938541666666666,0.3257,1355.328,4.706,6807
dyna_10,2.0,10000,16744,1550,0.017441666666666668,0.155,907.0272,3.1494,8490
dyna_10,2.5,10000,5674,558,0.005910416666666666,0.0558,608.3136,2.1122,9470
dyna_10,3.0,10000,1830,180,0.00190625,0.018,451.2672,1.5669,9829
