method,snr_db,frames,bit_errors,frame_errors,ber,fer,avg_messages,avg_iterations,converged_frames
dyna_10,1.0,10000,64295,5424,0.06697395833333333,0.5424,1884.0384,6.5418,4642
dyna_10,1.5,10000,36365,3226,0.03788020833333333,0.3226,1363.968,4.736,6823
dyna_10,2.0,10000,15884,1498,0.016545833333333333,0.1498,908.496,3.1545,8540
dyna_10,2.5,10000,6619,636,0.006894791666666666,0.0636,640.2528,2.2231,9395
dyna_10,3.0,10000,1895,184,0.001973958333333333,0.0184,454.6944,1.5788,9822
