method,snr_db,frames,bit_errors,frame_errors,ber,fer,avg_messages,avg_iterations,converged_frames
dyna_10,1.0,1000,5691,500,0.05928125,0.5,1766.88,6.135,506
dyna_10,1.5,1000,3529,309,0.03676041666666666,0.309,1300.032,4.514,694
dyna_10,2.0,1000,1331,120,0.013864583333333333,0.12,783.072,2.719,888
dyna_10,2.5,1000,586,54,0.006104166666666667,0.054,584.064,2.028,950
dyna_10,3.0,1000,126,12,0.0013125,0.012,429.408,1.491,988
