method,snr_db,frames,bit_errors,frame_errors,ber,fer,avg_messages,avg_iterations,converged_frames
dyna_5,1.0,1000,6171,513,0.06428125,0.513,1825.344,6.338,492
dyna_5,1.5,1000,3685,315,0.038385416666666665,0.315,1350.72,4.69,688
dyna_5,2.0,1000,1717,158,0.017885416666666668,0.158,924.48,3.21,846
dyna_5,2.5,1000,589,58,0.006135416666666667,0.058,637.056,2.212,944
dyna_5,3.0,1000,232,21,0.002416666666666667,0.021,448.992,1.559,980
