method,ebn0_db,frames,bit_errors,frame_errors,ber,fer,avg_iterations,avg_messages,converged_frames
ave_res_q,1.0,1000,6158,523,0.06414583333333333,0.523,6.309,1816.992,487
ave_res_q,1.5,1000,3591,314,0.03740625,0.314,4.612,1328.256,691
ave_res_q,2.0,1000,1653,161,0.01721875,0.161,3.179,915.552,847
ave_res_q,2.5,1000,545,53,0.0056770833333333335,0.053,2.146,618.048,948
ave_res_q,3.0,1000,246,22,0.0025625,0.022,1.547,445.536,979
