method,ebn0_db,frames,bit_errors,frame_errors,ber,fer,avg_iterations,avg_messages,converged_frames
round_robin,1.0,1000,6456,567,0.06725,0.567,7.156,2060.928,441
round_robin,1.5,1000,4257,403,0.04434375,0.403,5.876,1692.288,605
round_robin,2.0,1000,2332,243,0.024291666666666666,0.243,4.38,1261.44,769
round_robin,2.5,1000,1131,117,0.01178125,0.117,3.2,921.6,885
round_robin,3.0,1000,411,42,0.00428125,0.042,2.254,649.152,959
