method,snr_db,frames,bit_errors,frame_errors,ber,fer,avg_messages,avg_iterations,converged_frames
dyna_10,1.0,1000,6132,517,0.063875,0.517,1825.056,6.337,488
dyna_10,1.5,1000,3591,314,0.03740625,0.314,1325.088,4.601,694
dyna_10,2.0,1000,1496,139,0.015583333333333333,0.139,874.656,3.037,864
dyna_10,2.5,1000,518,54,0.005395833333333333,0.054,610.848,2.121,946
dyna_10,3.0,1000,142,16,0.0014791666666666666,0.016,437.76,1.52,984
