source,mode,cluster_size,snr_db,iterations_recorded,sum_cluster_avg_abs_llr_iter0,sum_cluster_avg_abs_llr_last,trace_csv,trace_plot
rl,dqn | LDPC-DiscreteMI-v0,384,0.0,210,149.59813688900255,159.55086579781027,/root/Research/RithvikDecoder/Decoder/RL/results/newmatrix2_punctured/llr_abs_cluster_avg_raw/rl/cluster_384/dqn/LDPC-DiscreteMI-v0_cluster_avg_llr_trace.csv,/root/Research/RithvikDecoder/Decoder/RL/results/newmatrix2_punctured/llr_abs_cluster_avg_raw/rl/cluster_384/dqn/LDPC-DiscreteMI-v0_cluster_avg_llr_trace.png
rl,dqn | LDPC-DiscreteResidual-v0,384,0.0,210,149.59813688900255,165.53379227989163,/root/Research/RithvikDecoder/Decoder/RL/results/newmatrix2_punctured/llr_abs_cluster_avg_raw/rl/cluster_384/dqn/LDPC-DiscreteResidual-v0_cluster_avg_llr_trace.csv,/root/Research/RithvikDecoder/Decoder/RL/results/newmatrix2_punctured/llr_abs_cluster_avg_raw/rl/cluster_384/dqn/LDPC-DiscreteResidual-v0_cluster_avg_llr_trace.png
rl,ppo | LDPC-DiscreteMI-v0,384,0.0,210,149.59813688900255,166.1869459044832,/root/Research/RithvikDecoder/Decoder/RL/results/newmatrix2_punctured/llr_abs_cluster_avg_raw/rl/cluster_384/ppo/LDPC-DiscreteMI-v0_cluster_avg_llr_trace.csv,/root/Research/RithvikDecoder/Decoder/RL/results/newmatrix2_punctured/llr_abs_cluster_avg_raw/rl/cluster_384/ppo/LDPC-DiscreteMI-v0_cluster_avg_llr_trace.png
rl,ppo | LDPC-DiscreteResidual-v0,384,0.0,210,149.59813688900255,150.48585351338653,/root/Research/RithvikDecoder/Decoder/RL/results/newmatrix2_punctured/llr_abs_cluster_avg_raw/rl/cluster_384/ppo/LDPC-DiscreteResidual-v0_cluster_avg_llr_trace.csv,/root/Research/RithvikDecoder/Decoder/RL/results/newmatrix2_punctured/llr_abs_cluster_avg_raw/rl/cluster_384/ppo/LDPC-DiscreteResidual-v0_cluster_avg_llr_trace.png
baseline,parallel,384,0.0,5,152.6039523898338,inf,/root/Research/RithvikDecoder/Decoder/RL/results/newmatrix2_punctured/llr_abs_cluster_avg_raw/baseline/cluster_384/parallel_cluster_avg_llr_trace.csv,/root/Research/RithvikDecoder/Decoder/RL/results/newmatrix2_punctured/llr_abs_cluster_avg_raw/baseline/cluster_384/parallel_cluster_avg_llr_trace.png
baseline,layered,384,0.0,210,152.6039523898338,4207.271614394082,/root/Research/RithvikDecoder/Decoder/RL/results/newmatrix2_punctured/llr_abs_cluster_avg_raw/baseline/cluster_384/layered_cluster_avg_llr_trace.csv,/root/Research/RithvikDecoder/Decoder/RL/results/newmatrix2_punctured/llr_abs_cluster_avg_raw/baseline/cluster_384/layered_cluster_avg_llr_trace.png
baseline,residual,384,0.0,210,152.6039523898338,3357.7270441979704,/root/Research/RithvikDecoder/Decoder/RL/results/newmatrix2_punctured/llr_abs_cluster_avg_raw/baseline/cluster_384/residual_cluster_avg_llr_trace.csv,/root/Research/RithvikDecoder/Decoder/RL/results/newmatrix2_punctured/llr_abs_cluster_avg_raw/baseline/cluster_384/residual_cluster_avg_llr_trace.png
