source,mode,cluster_size,iteration,cluster_id,avg_abs_llr,snr_db
rl,dqn | LDPC-DiscreteMI-v0,384,7,13,4.256536417921963,0.0
rl,dqn | LDPC-DiscreteMI-v0,384,7,14,4.34614957566409,0.0
rl,dqn | LDPC-DiscreteMI-v0,384,7,15,4.46147925891832,0.0
rl,dqn | LDPC-DiscreteMI-v0,384,7,16,4.457960200073542,0.0
rl,dqn | LDPC-DiscreteMI-v0,384,7,17,4.466473957251738,0.0
rl,dqn | LDPC-DiscreteMI-v0,384,7,18,4.465050199186734,0.0
rl,dqn | LDPC-DiscreteMI-v0,384,7,19,4.255153574979312,0.0
rl,dqn | LDPC-DiscreteMI-v0,384,7,20,3.2360000370193167,0.0
rl,dqn | LDPC-DiscreteMI-v0,384,7,21,3.2222749574829836,0.0
rl,dqn | LDPC-DiscreteMI-v0,384,7,22,2.76139881037142,0.0
rl,dqn | LDPC-DiscreteMI-v0,384,7,23,3.442610033609416,0.0
rl,dqn | LDPC-DiscreteMI-v0,384,7,24,3.2811779540646975,0.0
rl,dqn | LDPC-DiscreteMI-v0,384,7,25,3.2032894583700107,0.0
rl,dqn | LDPC-DiscreteMI-v0,384,7,26,3.453815854254601,0.0
rl,dqn | LDPC-DiscreteMI-v0,384,7,27,3.0453447750374796,0.0
rl,dqn | LDPC-DiscreteMI-v0,384,7,28,3.292616220827218,0.0
rl,dqn | LDPC-DiscreteMI-v0,384,7,29,2.9154131964206256,0.0
rl,dqn | LDPC-DiscreteMI-v0,384,7,30,3.7251216718933877,0.0
rl,dqn | LDPC-DiscreteMI-v0,384,7,31,2.7123109058337938,0.0
rl,dqn | LDPC-DiscreteMI-v0,384,7,32,3.474627586007141,0.0
rl,dqn | LDPC-DiscreteMI-v0,384,7,33,3.247631607646666,0.0
rl,dqn | LDPC-DiscreteMI-v0,384,7,34,3.273463668015157,0.0
rl,dqn | LDPC-DiscreteMI-v0,384,7,35,3.451907233481356,0.0
rl,dqn | LDPC-DiscreteMI-v0,384,7,36,3.405606111260804,0.0
rl,dqn | LDPC-DiscreteMI-v0,384,7,37,2.724438229561849,0.0
rl,dqn | LDPC-DiscreteMI-v0,384,7,38,3.451907233481356,0.0
rl,dqn | LDPC-DiscreteMI-v0,384,7,39,3.420547480030548,0.0
rl,dqn | LDPC-DiscreteMI-v0,384,7,40,3.100547795631275,0.0
