source,mode,cluster_size,iteration,cluster_id,max_abs_llr,snr_db
baseline,residual,48,0,0,13.190018717476084,0.0
baseline,residual,48,0,1,11.440631936758273,0.0
baseline,residual,48,0,2,13.190018717476084,0.0
baseline,residual,48,0,3,11.66318145706882,0.0
baseline,residual,48,0,4,11.440631936758273,0.0
baseline,residual,48,0,5,11.440631936758273,0.0
baseline,residual,48,0,6,11.839148153182606,0.0
baseline,residual,48,0,7,11.440631936758273,0.0
baseline,residual,48,0,8,13.190018717476084,0.0
baseline,residual,48,0,9,11.66318145706882,0.0
baseline,residual,48,0,10,11.440631936758273,0.0
baseline,residual,48,0,11,11.440631936758273,0.0
baseline,residual,48,1,0,14.165704365970452,0.0
baseline,residual,48,1,1,12.54782878838521,0.0
baseline,residual,48,1,2,13.190018717476084,0.0
baseline,residual,48,1,3,12.774150345368444,0.0
baseline,residual,48,1,4,14.165704365970452,0.0
baseline,residual,48,1,5,12.54782878838521,0.0
baseline,residual,48,1,6,12.54782878838521,0.0
baseline,residual,48,1,7,12.54782878838521,0.0
baseline,residual,48,1,8,13.190018717476084,0.0
baseline,residual,48,1,9,12.54782878838521,0.0
baseline,residual,48,1,10,12.774150345368444,0.0
baseline,residual,48,1,11,14.165704365970452,0.0
baseline,residual,48,2,0,17.305047505260376,0.0
baseline,residual,48,2,1,17.305047505260376,0.0
baseline,residual,48,2,2,17.800949450992576,0.0
baseline,residual,48,2,3,17.800949450992576,0.0
baseline,residual,48,2,4,17.800949450992576,0.0
baseline,residual,48,2,5,17.305047505260376,0.0
baseline,residual,48,2,6,17.305047505260376,0.0
baseline,residual,48,2,7,17.305047505260376,0.0
baseline,residual,48,2,8,17.305047505260376,0.0
baseline,residual,48,2,9,17.305047505260376,0.0
baseline,residual,48,2,10,17.800949450992576,0.0
baseline,residual,48,2,11,17.800949450992576,0.0
baseline,residual,48,3,0,19.70477065359389,0.0
baseline,residual,48,3,1,19.70477065359389,0.0
baseline,residual,48,3,2,19.70477065359389,0.0
baseline,residual,48,3,3,19.70477065359389,0.0
baseline,residual,48,3,4,19.70477065359389,0.0
baseline,residual,48,3,5,19.70477065359389,0.0
baseline,residual,48,3,6,19.70477065359389,0.0
baseline,residual,48,3,7,19.70477065359389,0.0
baseline,residual,48,3,8,19.70477065359389,0.0
baseline,residual,48,3,9,19.70477065359389,0.0
baseline,residual,48,3,10,19.70477065359389,0.0
baseline,residual,48,3,11,19.70477065359389,0.0
baseline,residual,48,4,0,24.332190725676263,0.0
baseline,residual,48,4,1,24.332190725676263,0.0
baseline,residual,48,4,2,24.332190725676263,0.0
baseline,residual,48,4,3,24.332190725676263,0.0
baseline,residual,48,4,4,24.332190725676263,0.0
baseline,residual,48,4,5,24.332190725676263,0.0
baseline,residual,48,4,6,24.332190725676263,0.0
baseline,residual,48,4,7,24.332190725676263,0.0
baseline,residual,48,4,8,24.332190725676263,0.0
baseline,residual,48,4,9,24.332190725676263,0.0
baseline,residual,48,4,10,24.332190725676263,0.0
baseline,residual,48,4,11,24.332190725676263,0.0
baseline,residual,48,5,0,24.061342092645226,0.0
baseline,residual,48,5,1,24.061342092645226,0.0
baseline,residual,48,5,2,24.061342092645226,0.0
baseline,residual,48,5,3,24.061342092645226,0.0
baseline,residual,48,5,4,24.061342092645226,0.0
baseline,residual,48,5,5,24.061342092645226,0.0
baseline,residual,48,5,6,24.061342092645226,0.0
baseline,residual,48,5,7,24.061342092645226,0.0
baseline,residual,48,5,8,24.061342092645226,0.0
baseline,residual,48,5,9,24.061342092645226,0.0
baseline,residual,48,5,10,24.061342092645226,0.0
baseline,residual,48,5,11,24.061342092645226,0.0
baseline,residual,48,6,0,25.72331834025026,0.0
baseline,residual,48,6,1,25.72331834025026,0.0
baseline,residual,48,6,2,25.72331834025026,0.0
baseline,residual,48,6,3,25.72331834025026,0.0
baseline,residual,48,6,4,25.72331834025026,0.0
baseline,residual,48,6,5,25.72331834025026,0.0
baseline,residual,48,6,6,25.72331834025026,0.0
baseline,residual,48,6,7,25.72331834025026,0.0
baseline,residual,48,6,8,25.72331834025026,0.0
baseline,residual,48,6,9,25.72331834025026,0.0
baseline,residual,48,6,10,25.72331834025026,0.0
baseline,residual,48,6,11,25.72331834025026,0.0
baseline,residual,48,7,0,26.37610352250388,0.0
baseline,residual,48,7,1,26.37610352250388,0.0
baseline,residual,48,7,2,26.37610352250388,0.0
baseline,residual,48,7,3,26.37610352250388,0.0
baseline,residual,48,7,4,26.37610352250388,0.0
baseline,residual,48,7,5,26.37610352250388,0.0
baseline,residual,48,7,6,26.37610352250388,0.0
baseline,residual,48,7,7,26.37610352250388,0.0
baseline,residual,48,7,8,26.37610352250388,0.0
baseline,residual,48,7,9,26.37610352250388,0.0
baseline,residual,48,7,10,26.37610352250388,0.0
baseline,residual,48,7,11,26.37610352250388,0.0
baseline,residual,48,8,0,30.723794535554916,0.0
baseline,residual,48,8,1,30.723794535554916,0.0
baseline,residual,48,8,2,30.723794535554916,0.0
baseline,residual,48,8,3,30.723794535554916,0.0
baseline,residual,48,8,4,30.723794535554916,0.0
baseline,residual,48,8,5,30.723794535554916,0.0
baseline,residual,48,8,6,30.723794535554916,0.0
baseline,residual,48,8,7,30.723794535554916,0.0
baseline,residual,48,8,8,30.723794535554916,0.0
baseline,residual,48,8,9,30.723794535554916,0.0
baseline,residual,48,8,10,30.723794535554916,0.0
baseline,residual,48,8,11,30.723794535554916,0.0
baseline,residual,48,9,0,30.83784187460657,0.0
baseline,residual,48,9,1,30.83784187460657,0.0
baseline,residual,48,9,2,30.83784187460657,0.0
baseline,residual,48,9,3,30.83784187460657,0.0
baseline,residual,48,9,4,30.83784187460657,0.0
baseline,residual,48,9,5,30.83784187460657,0.0
baseline,residual,48,9,6,30.83784187460657,0.0
baseline,residual,48,9,7,30.83784187460657,0.0
baseline,residual,48,9,8,30.83784187460657,0.0
baseline,residual,48,9,9,30.83784187460657,0.0
baseline,residual,48,9,10,30.83784187460657,0.0
baseline,residual,48,9,11,30.83784187460657,0.0
baseline,residual,48,10,0,33.25076546167795,0.0
baseline,residual,48,10,1,33.25076546167795,0.0
baseline,residual,48,10,2,33.25076546167795,0.0
baseline,residual,48,10,3,33.25076546167795,0.0
baseline,residual,48,10,4,33.25076546167795,0.0
baseline,residual,48,10,5,33.25076546167795,0.0
baseline,residual,48,10,6,33.25076546167795,0.0
baseline,residual,48,10,7,33.25076546167795,0.0
baseline,residual,48,10,8,33.25076546167795,0.0
baseline,residual,48,10,9,33.25076546167795,0.0
baseline,residual,48,10,10,33.25076546167795,0.0
baseline,residual,48,10,11,33.25076546167795,0.0
baseline,residual,48,11,0,35.801039569210225,0.0
baseline,residual,48,11,1,35.801039569210225,0.0
baseline,residual,48,11,2,35.801039569210225,0.0
baseline,residual,48,11,3,35.801039569210225,0.0
baseline,residual,48,11,4,35.801039569210225,0.0
baseline,residual,48,11,5,35.801039569210225,0.0
