cluster_size,env_id,algo,resumed,start_steps,final_steps,new_checkpoints_written,train_seconds_added,checkpoint_dir,eval_csv,latest_model_path
24,gymnasium_env_2/LDPC-DiscreteResidual-v0,ppo,True,4000,6000,1,4.794389247894287,/root/Research/RithvikDecoder/Decoder/RL/results/newmatrix/rl_continuous/frames_50/cluster_24/ppo/LDPC-DiscreteResidual-v0/checkpoints,/root/Research/RithvikDecoder/Decoder/RL/results/newmatrix/rl_continuous/frames_50/cluster_24/ppo/LDPC-DiscreteResidual-v0/checkpoint_eval.csv,/root/Research/RithvikDecoder/Decoder/RL/results/newmatrix/rl_continuous/frames_50/cluster_24/ppo/LDPC-DiscreteResidual-v0/latest_model.zip
24,gymnasium_env_2/LDPC-DiscreteResidual-v0,dqn,True,4000,6000,1,3.7306880950927734,/root/Research/RithvikDecoder/Decoder/RL/results/newmatrix/rl_continuous/frames_50/cluster_24/dqn/LDPC-DiscreteResidual-v0/checkpoints,/root/Research/RithvikDecoder/Decoder/RL/results/newmatrix/rl_continuous/frames_50/cluster_24/dqn/LDPC-DiscreteResidual-v0/checkpoint_eval.csv,/root/Research/RithvikDecoder/Decoder/RL/results/newmatrix/rl_continuous/frames_50/cluster_24/dqn/LDPC-DiscreteResidual-v0/latest_model.zip
24,gymnasium_env_2/LDPC-DiscreteMI-v0,ppo,True,4000,6000,1,3.0198307037353516,/root/Research/RithvikDecoder/Decoder/RL/results/newmatrix/rl_continuous/frames_50/cluster_24/ppo/LDPC-DiscreteMI-v0/checkpoints,/root/Research/RithvikDecoder/Decoder/RL/results/newmatrix/rl_continuous/frames_50/cluster_24/ppo/LDPC-DiscreteMI-v0/checkpoint_eval.csv,/root/Research/RithvikDecoder/Decoder/RL/results/newmatrix/rl_continuous/frames_50/cluster_24/ppo/LDPC-DiscreteMI-v0/latest_model.zip
24,gymnasium_env_2/LDPC-DiscreteMI-v0,dqn,True,4000,6000,1,3.0825600624084473,/root/Research/RithvikDecoder/Decoder/RL/results/newmatrix/rl_continuous/frames_50/cluster_24/dqn/LDPC-DiscreteMI-v0/checkpoints,/root/Research/RithvikDecoder/Decoder/RL/results/newmatrix/rl_continuous/frames_50/cluster_24/dqn/LDPC-DiscreteMI-v0/checkpoint_eval.csv,/root/Research/RithvikDecoder/Decoder/RL/results/newmatrix/rl_continuous/frames_50/cluster_24/dqn/LDPC-DiscreteMI-v0/latest_model.zip
48,gymnasium_env_2/LDPC-DiscreteResidual-v0,ppo,True,4000,6000,1,3.504145622253418,/root/Research/RithvikDecoder/Decoder/RL/results/newmatrix/rl_continuous/frames_50/cluster_48/ppo/LDPC-DiscreteResidual-v0/checkpoints,/root/Research/RithvikDecoder/Decoder/RL/results/newmatrix/rl_continuous/frames_50/cluster_48/ppo/LDPC-DiscreteResidual-v0/checkpoint_eval.csv,/root/Research/RithvikDecoder/Decoder/RL/results/newmatrix/rl_continuous/frames_50/cluster_48/ppo/LDPC-DiscreteResidual-v0/latest_model.zip
48,gymnasium_env_2/LDPC-DiscreteResidual-v0,dqn,True,4000,6000,1,3.5995306968688965,/root/Research/RithvikDecoder/Decoder/RL/results/newmatrix/rl_continuous/frames_50/cluster_48/dqn/LDPC-DiscreteResidual-v0/checkpoints,/root/Research/RithvikDecoder/Decoder/RL/results/newmatrix/rl_continuous/frames_50/cluster_48/dqn/LDPC-DiscreteResidual-v0/checkpoint_eval.csv,/root/Research/RithvikDecoder/Decoder/RL/results/newmatrix/rl_continuous/frames_50/cluster_48/dqn/LDPC-DiscreteResidual-v0/latest_model.zip
48,gymnasium_env_2/LDPC-DiscreteMI-v0,ppo,True,4000,6000,1,2.8658671379089355,/root/Research/RithvikDecoder/Decoder/RL/results/newmatrix/rl_continuous/frames_50/cluster_48/ppo/LDPC-DiscreteMI-v0/checkpoints,/root/Research/RithvikDecoder/Decoder/RL/results/newmatrix/rl_continuous/frames_50/cluster_48/ppo/LDPC-DiscreteMI-v0/checkpoint_eval.csv,/root/Research/RithvikDecoder/Decoder/RL/results/newmatrix/rl_continuous/frames_50/cluster_48/ppo/LDPC-DiscreteMI-v0/latest_model.zip
48,gymnasium_env_2/LDPC-DiscreteMI-v0,dqn,True,4000,6000,1,2.9122917652130127,/root/Research/RithvikDecoder/Decoder/RL/results/newmatrix/rl_continuous/frames_50/cluster_48/dqn/LDPC-DiscreteMI-v0/checkpoints,/root/Research/RithvikDecoder/Decoder/RL/results/newmatrix/rl_continuous/frames_50/cluster_48/dqn/LDPC-DiscreteMI-v0/checkpoint_eval.csv,/root/Research/RithvikDecoder/Decoder/RL/results/newmatrix/rl_continuous/frames_50/cluster_48/dqn/LDPC-DiscreteMI-v0/latest_model.zip
