source,mode,cluster_size,iteration,cluster_id,max_abs_llr,snr_db
baseline,parallel,24,0,0,11.98446703038838,0.0
baseline,parallel,24,0,1,13.910658656703198,0.0
baseline,parallel,24,0,2,10.539534529999276,0.0
baseline,parallel,24,0,3,13.910658656703198,0.0
baseline,parallel,24,0,4,10.231835547627476,0.0
baseline,parallel,24,0,5,12.449944836550111,0.0
baseline,parallel,24,0,6,11.98446703038838,0.0
baseline,parallel,24,0,7,12.419469064873883,0.0
baseline,parallel,24,0,8,11.98446703038838,0.0
baseline,parallel,24,0,9,10.274590426751153,0.0
baseline,parallel,24,0,10,10.539534529999276,0.0
baseline,parallel,24,0,11,10.274590426751153,0.0
baseline,parallel,24,0,12,11.521265082748544,0.0
baseline,parallel,24,0,13,10.742216797477518,0.0
baseline,parallel,24,0,14,11.521265082748544,0.0
baseline,parallel,24,0,15,11.733449642086557,0.0
baseline,parallel,24,0,16,10.539534529999276,0.0
baseline,parallel,24,0,17,12.449944836550111,0.0
baseline,parallel,24,0,18,10.274590426751153,0.0
baseline,parallel,24,0,19,12.419469064873883,0.0
baseline,parallel,24,0,20,10.392159241475682,0.0
baseline,parallel,24,0,21,11.555174310775236,0.0
baseline,parallel,24,0,22,10.539534529999276,0.0
baseline,parallel,24,0,23,10.274590426751153,0.0
baseline,parallel,24,1,0,25.202412333244723,0.0
baseline,parallel,24,1,1,26.398132263283443,0.0
baseline,parallel,24,1,2,25.202412333244723,0.0
baseline,parallel,24,1,3,26.398132263283443,0.0
baseline,parallel,24,1,4,25.202412333244723,0.0
baseline,parallel,24,1,5,26.398132263283443,0.0
baseline,parallel,24,1,6,25.202412333244723,0.0
baseline,parallel,24,1,7,26.398132263283443,0.0
baseline,parallel,24,1,8,25.202412333244723,0.0
baseline,parallel,24,1,9,26.398132263283443,0.0
baseline,parallel,24,1,10,25.202412333244723,0.0
baseline,parallel,24,1,11,26.398132263283443,0.0
baseline,parallel,24,1,12,25.202412333244723,0.0
baseline,parallel,24,1,13,26.398132263283443,0.0
baseline,parallel,24,1,14,26.398132263283443,0.0
baseline,parallel,24,1,15,25.202412333244723,0.0
baseline,parallel,24,1,16,26.398132263283443,0.0
baseline,parallel,24,1,17,25.202412333244723,0.0
baseline,parallel,24,1,18,26.398132263283443,0.0
baseline,parallel,24,1,19,25.202412333244723,0.0
baseline,parallel,24,1,20,26.398132263283443,0.0
baseline,parallel,24,1,21,25.202412333244723,0.0
baseline,parallel,24,1,22,25.202412333244723,0.0
baseline,parallel,24,1,23,26.398132263283443,0.0
baseline,parallel,24,2,0,43.94127109508291,0.0
baseline,parallel,24,2,1,36.74639582014156,0.0
baseline,parallel,24,2,2,43.94127109508291,0.0
baseline,parallel,24,2,3,36.74639582014156,0.0
baseline,parallel,24,2,4,42.235825646738924,0.0
baseline,parallel,24,2,5,43.94127109508291,0.0
baseline,parallel,24,2,6,43.94127109508291,0.0
baseline,parallel,24,2,7,36.74639582014156,0.0
baseline,parallel,24,2,8,43.94127109508291,0.0
baseline,parallel,24,2,9,36.74639582014156,0.0
baseline,parallel,24,2,10,43.94127109508291,0.0
