source,mode,cluster_size,iteration,cluster_id,max_abs_llr,snr_db
baseline,layered,24,0,0,11.98446703038838,0.0
baseline,layered,24,0,1,13.910658656703198,0.0
baseline,layered,24,0,2,10.539534529999276,0.0
baseline,layered,24,0,3,13.910658656703198,0.0
baseline,layered,24,0,4,10.231835547627476,0.0
baseline,layered,24,0,5,12.449944836550111,0.0
baseline,layered,24,0,6,11.98446703038838,0.0
baseline,layered,24,0,7,12.419469064873883,0.0
baseline,layered,24,0,8,11.98446703038838,0.0
baseline,layered,24,0,9,10.274590426751153,0.0
baseline,layered,24,0,10,10.539534529999276,0.0
baseline,layered,24,0,11,10.274590426751153,0.0
baseline,layered,24,0,12,11.521265082748544,0.0
baseline,layered,24,0,13,10.742216797477518,0.0
baseline,layered,24,0,14,11.521265082748544,0.0
baseline,layered,24,0,15,11.733449642086557,0.0
baseline,layered,24,0,16,10.539534529999276,0.0
baseline,layered,24,0,17,12.449944836550111,0.0
baseline,layered,24,0,18,10.274590426751153,0.0
baseline,layered,24,0,19,12.419469064873883,0.0
baseline,layered,24,0,20,10.392159241475682,0.0
baseline,layered,24,0,21,11.555174310775236,0.0
baseline,layered,24,0,22,10.539534529999276,0.0
baseline,layered,24,0,23,10.274590426751153,0.0
baseline,layered,24,1,0,12.317217362647401,0.0
baseline,layered,24,1,1,13.910658656703198,0.0
baseline,layered,24,1,2,10.274590426751153,0.0
baseline,layered,24,1,3,13.910658656703198,0.0
baseline,layered,24,1,4,10.231835547627476,0.0
baseline,layered,24,1,5,12.449944836550111,0.0
baseline,layered,24,1,6,12.317217362647401,0.0
baseline,layered,24,1,7,12.419469064873883,0.0
baseline,layered,24,1,8,11.803253462868541,0.0
baseline,layered,24,1,9,10.274590426751153,0.0
baseline,layered,24,1,10,9.576854454378998,0.0
baseline,layered,24,1,11,10.274590426751153,0.0
baseline,layered,24,1,12,12.317217362647401,0.0
baseline,layered,24,1,13,10.742216797477518,0.0
baseline,layered,24,1,14,12.317217362647401,0.0
baseline,layered,24,1,15,11.733449642086557,0.0
baseline,layered,24,1,16,10.274590426751153,0.0
baseline,layered,24,1,17,12.449944836550111,0.0
baseline,layered,24,1,18,10.274590426751153,0.0
baseline,layered,24,1,19,12.419469064873883,0.0
baseline,layered,24,1,20,10.392159241475682,0.0
baseline,layered,24,1,21,11.555174310775236,0.0
baseline,layered,24,1,22,9.576854454378998,0.0
baseline,layered,24,1,23,10.274590426751153,0.0
baseline,layered,24,2,0,12.317217362647401,0.0
baseline,layered,24,2,1,13.941639522388442,0.0
baseline,layered,24,2,2,10.231835547627476,0.0
baseline,layered,24,2,3,13.941639522388442,0.0
baseline,layered,24,2,4,10.231835547627476,0.0
baseline,layered,24,2,5,11.555174310775236,0.0
baseline,layered,24,2,6,12.317217362647401,0.0
baseline,layered,24,2,7,12.419469064873883,0.0
baseline,layered,24,2,8,11.803253462868541,0.0
baseline,layered,24,2,9,10.203166126479301,0.0
baseline,layered,24,2,10,9.576854454378998,0.0
baseline,layered,24,2,11,10.203166126479301,0.0
baseline,layered,24,2,12,12.317217362647401,0.0
baseline,layered,24,2,13,10.742216797477518,0.0
baseline,layered,24,2,14,12.317217362647401,0.0
baseline,layered,24,2,15,11.913109784648531,0.0
baseline,layered,24,2,16,10.203166126479301,0.0
baseline,layered,24,2,17,11.913109784648531,0.0
baseline,layered,24,2,18,10.203166126479301,0.0
baseline,layered,24,2,19,12.419469064873883,0.0
baseline,layered,24,2,20,10.392159241475682,0.0
baseline,layered,24,2,21,11.555174310775236,0.0
baseline,layered,24,2,22,9.576854454378998,0.0
baseline,layered,24,2,23,10.203166126479301,0.0
baseline,layered,24,3,0,12.317217362647401,0.0
baseline,layered,24,3,1,13.941639522388442,0.0
baseline,layered,24,3,2,10.916041007074654,0.0
baseline,layered,24,3,3,13.941639522388442,0.0
baseline,layered,24,3,4,10.339957495734748,0.0
baseline,layered,24,3,5,11.555174310775236,0.0
baseline,layered,24,3,6,12.317217362647401,0.0
baseline,layered,24,3,7,12.419469064873883,0.0
baseline,layered,24,3,8,11.803253462868541,0.0
baseline,layered,24,3,9,10.232537071927478,0.0
baseline,layered,24,3,10,10.47999330247284,0.0
baseline,layered,24,3,11,10.232537071927478,0.0
baseline,layered,24,3,12,12.317217362647401,0.0
baseline,layered,24,3,13,10.742216797477518,0.0
baseline,layered,24,3,14,12.317217362647401,0.0
baseline,layered,24,3,15,11.913109784648531,0.0
baseline,layered,24,3,16,10.811206468552676,0.0
baseline,layered,24,3,17,11.913109784648531,0.0
baseline,layered,24,3,18,10.339957495734748,0.0
baseline,layered,24,3,19,12.419469064873883,0.0
baseline,layered,24,3,20,10.392159241475682,0.0
baseline,layered,24,3,21,11.555174310775236,0.0
baseline,layered,24,3,22,10.47999330247284,0.0
baseline,layered,24,3,23,10.232537071927478,0.0
baseline,layered,24,4,0,12.317217362647401,0.0
baseline,layered,24,4,1,16.655015245828967,0.0
baseline,layered,24,4,2,10.916041007074654,0.0
baseline,layered,24,4,3,16.655015245828967,0.0
baseline,layered,24,4,4,10.376084716507021,0.0
baseline,layered,24,4,5,12.659752906507352,0.0
baseline,layered,24,4,6,12.317217362647401,0.0
baseline,layered,24,4,7,12.659752906507352,0.0
baseline,layered,24,4,8,11.803253462868541,0.0
baseline,layered,24,4,9,11.374102069086586,0.0
baseline,layered,24,4,10,10.47999330247284,0.0
baseline,layered,24,4,11,11.374102069086586,0.0
baseline,layered,24,4,12,12.317217362647401,0.0
baseline,layered,24,4,13,11.374102069086586,0.0
baseline,layered,24,4,14,12.317217362647401,0.0
baseline,layered,24,4,15,13.824564465033573,0.0
baseline,layered,24,4,16,11.374102069086586,0.0
baseline,layered,24,4,17,13.824564465033573,0.0
baseline,layered,24,4,18,11.374102069086586,0.0
baseline,layered,24,4,19,12.659752906507352,0.0
baseline,layered,24,4,20,11.374102069086586,0.0
baseline,layered,24,4,21,12.659752906507352,0.0
baseline,layered,24,4,22,10.47999330247284,0.0
baseline,layered,24,4,23,11.374102069086586,0.0
baseline,layered,24,5,0,12.373759629866878,0.0
baseline,layered,24,5,1,16.655015245828967,0.0
baseline,layered,24,5,2,12.373759629866878,0.0
baseline,layered,24,5,3,16.655015245828967,0.0
baseline,layered,24,5,4,12.373759629866878,0.0
baseline,layered,24,5,5,12.659752906507352,0.0
baseline,layered,24,5,6,12.317217362647401,0.0
baseline,layered,24,5,7,12.659752906507352,0.0
baseline,layered,24,5,8,11.803253462868541,0.0
baseline,layered,24,5,9,11.793694956235349,0.0
baseline,layered,24,5,10,10.47999330247284,0.0
baseline,layered,24,5,11,11.793694956235349,0.0
baseline,layered,24,5,12,12.317217362647401,0.0
baseline,layered,24,5,13,11.793694956235349,0.0
baseline,layered,24,5,14,12.317217362647401,0.0
baseline,layered,24,5,15,13.824564465033573,0.0
baseline,layered,24,5,16,12.373759629866878,0.0
baseline,layered,24,5,17,13.824564465033573,0.0
baseline,layered,24,5,18,12.373759629866878,0.0
baseline,layered,24,5,19,12.659752906507352,0.0
baseline,layered,24,5,20,11.793694956235349,0.0
baseline,layered,24,5,21,12.659752906507352,0.0
baseline,layered,24,5,22,10.47999330247284,0.0
baseline,layered,24,5,23,11.793694956235349,0.0
baseline,layered,24,6,0,12.373759629866878,0.0
baseline,layered,24,6,1,16.655015245828967,0.0
baseline,layered,24,6,2,12.373759629866878,0.0
baseline,layered,24,6,3,16.655015245828967,0.0
baseline,layered,24,6,4,12.373759629866878,0.0
baseline,layered,24,6,5,13.948662340449474,0.0
baseline,layered,24,6,6,12.317217362647401,0.0
baseline,layered,24,6,7,13.948662340449474,0.0
baseline,layered,24,6,8,11.803253462868541,0.0
baseline,layered,24,6,9,12.275499352789947,0.0
baseline,layered,24,6,10,10.48905244678413,0.0
baseline,layered,24,6,11,12.275499352789947,0.0
baseline,layered,24,6,12,12.317217362647401,0.0
baseline,layered,24,6,13,12.275499352789947,0.0
baseline,layered,24,6,14,12.317217362647401,0.0
baseline,layered,24,6,15,13.824564465033573,0.0
baseline,layered,24,6,16,12.373759629866878,0.0
baseline,layered,24,6,17,13.824564465033573,0.0
baseline,layered,24,6,18,12.373759629866878,0.0
baseline,layered,24,6,19,13.948662340449474,0.0
baseline,layered,24,6,20,12.275499352789947,0.0
baseline,layered,24,6,21,13.948662340449474,0.0
baseline,layered,24,6,22,10.48905244678413,0.0
baseline,layered,24,6,23,12.275499352789947,0.0
baseline,layered,24,7,0,15.711772655916292,0.0
baseline,layered,24,7,1,16.655015245828967,0.0
baseline,layered,24,7,2,15.110158778231558,0.0
baseline,layered,24,7,3,16.655015245828967,0.0
baseline,layered,24,7,4,15.110158778231558,0.0
baseline,layered,24,7,5,13.948662340449474,0.0
baseline,layered,24,7,6,15.711772655916292,0.0
baseline,layered,24,7,7,13.948662340449474,0.0
baseline,layered,24,7,8,14.642710835760143,0.0
baseline,layered,24,7,9,14.633153553894724,0.0
baseline,layered,24,7,10,12.060243422334086,0.0
baseline,layered,24,7,11,14.633153553894724,0.0
baseline,layered,24,7,12,15.711772655916292,0.0
baseline,layered,24,7,13,14.633153553894724,0.0
baseline,layered,24,7,14,15.711772655916292,0.0
baseline,layered,24,7,15,13.824564465033573,0.0
baseline,layered,24,7,16,12.373759629866878,0.0
baseline,layered,24,7,17,14.633153553894724,0.0
baseline,layered,24,7,18,15.110158778231558,0.0
baseline,layered,24,7,19,13.948662340449474,0.0
baseline,layered,24,7,20,15.110158778231558,0.0
baseline,layered,24,7,21,13.948662340449474,0.0
baseline,layered,24,7,22,12.32717957208538,0.0
baseline,layered,24,7,23,14.633153553894724,0.0
baseline,layered,24,8,0,15.711772655916292,0.0
baseline,layered,24,8,1,16.655015245828967,0.0
baseline,layered,24,8,2,15.110158778231558,0.0
baseline,layered,24,8,3,17.760140640425472,0.0
baseline,layered,24,8,4,15.110158778231558,0.0
baseline,layered,24,8,5,17.760140640425472,0.0
baseline,layered,24,8,6,15.711772655916292,0.0
baseline,layered,24,8,7,17.760140640425472,0.0
baseline,layered,24,8,8,14.642710835760143,0.0
baseline,layered,24,8,9,14.633153553894724,0.0
baseline,layered,24,8,10,12.060243422334086,0.0
baseline,layered,24,8,11,14.633153553894724,0.0
baseline,layered,24,8,12,15.711772655916292,0.0
baseline,layered,24,8,13,14.633153553894724,0.0
baseline,layered,24,8,14,15.711772655916292,0.0
baseline,layered,24,8,15,13.824564465033573,0.0
baseline,layered,24,8,16,14.237928070693666,0.0
baseline,layered,24,8,17,14.633153553894724,0.0
baseline,layered,24,8,18,15.110158778231558,0.0
baseline,layered,24,8,19,17.760140640425472,0.0
baseline,layered,24,8,20,15.110158778231558,0.0
baseline,layered,24,8,21,17.760140640425472,0.0
baseline,layered,24,8,22,12.32717957208538,0.0
baseline,layered,24,8,23,14.633153553894724,0.0
baseline,layered,24,9,0,16.55675381673685,0.0
baseline,layered,24,9,1,16.655015245828967,0.0
baseline,layered,24,9,2,15.866058172057038,0.0
baseline,layered,24,9,3,17.760140640425472,0.0
baseline,layered,24,9,4,15.110158778231558,0.0
baseline,layered,24,9,5,17.760140640425472,0.0
baseline,layered,24,9,6,16.55675381673685,0.0
baseline,layered,24,9,7,17.760140640425472,0.0
baseline,layered,24,9,8,16.55675381673685,0.0
baseline,layered,24,9,9,14.633153553894724,0.0
baseline,layered,24,9,10,15.866058172057038,0.0
baseline,layered,24,9,11,14.633153553894724,0.0
baseline,layered,24,9,12,15.866058172057038,0.0
baseline,layered,24,9,13,14.633153553894724,0.0
baseline,layered,24,9,14,15.711772655916292,0.0
baseline,layered,24,9,15,15.866058172057038,0.0
baseline,layered,24,9,16,15.866058172057038,0.0
baseline,layered,24,9,17,14.633153553894724,0.0
baseline,layered,24,9,18,15.110158778231558,0.0
baseline,layered,24,9,19,17.760140640425472,0.0
baseline,layered,24,9,20,15.110158778231558,0.0
