iteration,mean_residual,p25_residual,p75_residual,mean_residual_norm,p25_residual_norm,p75_residual_norm
0,1211.5895867584275,1169.333933479674,1250.584800020933,1.0,0.9651237896556975,1.0321851670637383
1,1099.3602905147468,1059.3397976227964,1136.729551950706,0.9073702040111232,0.8743388101056803,0.9382133722294468
2,1099.3602905147468,1059.3397976227964,1136.729551950706,0.9073702040111232,0.8743388101056803,0.9382133722294468
3,1099.3602905147468,1059.3397976227964,1136.729551950706,0.9073702040111232,0.8743388101056803,0.9382133722294468
4,1099.3602905147468,1059.3397976227964,1136.729551950706,0.9073702040111232,0.8743388101056803,0.9382133722294468
5,1099.3602905147468,1059.3397976227964,1136.729551950706,0.9073702040111232,0.8743388101056803,0.9382133722294468
6,1099.3602905147468,1059.3397976227964,1136.729551950706,0.9073702040111232,0.8743388101056803,0.9382133722294468
7,1099.3602905147468,1059.3397976227964,1136.729551950706,0.9073702040111232,0.8743388101056803,0.9382133722294468
8,1099.3602905147468,1059.3397976227964,1136.729551950706,0.9073702040111232,0.8743388101056803,0.9382133722294468
9,1099.3602905147468,1059.3397976227964,1136.729551950706,0.9073702040111232,0.8743388101056803,0.9382133722294468
10,1099.3602905147468,1059.3397976227964,1136.729551950706,0.9073702040111232,0.8743388101056803,0.9382133722294468
11,1099.3602905147468,1059.3397976227964,1136.729551950706,0.9073702040111232,0.8743388101056803,0.9382133722294468
12,1099.3602905147468,1059.3397976227964,1136.729551950706,0.9073702040111232,0.8743388101056803,0.9382133722294468
13,1099.3602905147468,1059.3397976227964,1136.729551950706,0.9073702040111232,0.8743388101056803,0.9382133722294468
14,1099.3602905147468,1059.3397976227964,1136.729551950706,0.9073702040111232,0.8743388101056803,0.9382133722294468
15,1099.3602905147468,1059.3397976227964,1136.729551950706,0.9073702040111232,0.8743388101056803,0.9382133722294468
16,1099.3602905147468,1059.3397976227964,1136.729551950706,0.9073702040111232,0.8743388101056803,0.9382133722294468
17,1099.3602905147468,1059.3397976227964,1136.729551950706,0.9073702040111232,0.8743388101056803,0.9382133722294468
18,1099.3602905147468,1059.3397976227964,1136.729551950706,0.9073702040111232,0.8743388101056803,0.9382133722294468
19,1099.3602905147468,1059.3397976227964,1136.729551950706,0.9073702040111232,0.8743388101056803,0.9382133722294468
20,1099.3602905147468,1059.3397976227964,1136.729551950706,0.9073702040111232,0.8743388101056803,0.9382133722294468
21,1099.3602905147468,1059.3397976227964,1136.729551950706,0.9073702040111232,0.8743388101056803,0.9382133722294468
22,1099.3602905147468,1059.3397976227964,1136.729551950706,0.9073702040111232,0.8743388101056803,0.9382133722294468
23,1099.3602905147468,1059.3397976227964,1136.729551950706,0.9073702040111232,0.8743388101056803,0.9382133722294468
24,1099.3602905147468,1059.3397976227964,1136.729551950706,0.9073702040111232,0.8743388101056803,0.9382133722294468
25,1099.3602905147468,1059.3397976227964,1136.729551950706,0.9073702040111232,0.8743388101056803,0.9382133722294468
26,1099.3602905147468,1059.3397976227964,1136.729551950706,0.9073702040111232,0.8743388101056803,0.9382133722294468
27,1099.3602905147468,1059.3397976227964,1136.729551950706,0.9073702040111232,0.8743388101056803,0.9382133722294468
28,1099.3602905147468,1059.3397976227964,1136.729551950706,0.9073702040111232,0.8743388101056803,0.9382133722294468
29,1099.3602905147468,1059.3397976227964,1136.729551950706,0.9073702040111232,0.8743388101056803,0.9382133722294468
30,1099.3602905147468,1059.3397976227964,1136.729551950706,0.9073702040111232,0.8743388101056803,0.9382133722294468
31,1099.3602905147468,1059.3397976227964,1136.729551950706,0.9073702040111232,0.8743388101056803,0.9382133722294468
32,1099.3602905147468,1059.3397976227964,1136.729551950706,0.9073702040111232,0.8743388101056803,0.9382133722294468
33,1099.3602905147468,1059.3397976227964,1136.729551950706,0.9073702040111232,0.8743388101056803,0.9382133722294468
34,1099.3602905147468,1059.3397976227964,1136.729551950706,0.9073702040111232,0.8743388101056803,0.9382133722294468
35,1099.3602905147468,1059.3397976227964,1136.729551950706,0.9073702040111232,0.8743388101056803,0.9382133722294468
36,1099.3602905147468,1059.3397976227964,1136.729551950706,0.9073702040111232,0.8743388101056803,0.9382133722294468
37,1099.3602905147468,1059.3397976227964,1136.729551950706,0.9073702040111232,0.8743388101056803,0.9382133722294468
38,1099.3602905147468,1059.3397976227964,1136.729551950706,0.9073702040111232,0.8743388101056803,0.9382133722294468
39,1099.3602905147468,1059.3397976227964,1136.729551950706,0.9073702040111232,0.8743388101056803,0.9382133722294468
40,1099.3602905147468,1059.3397976227964,1136.729551950706,0.9073702040111232,0.8743388101056803,0.9382133722294468
41,1099.3602905147468,1059.3397976227964,1136.729551950706,0.9073702040111232,0.8743388101056803,0.9382133722294468
42,1099.3602905147468,1059.3397976227964,1136.729551950706,0.9073702040111232,0.8743388101056803,0.9382133722294468
43,1099.3602905147468,1059.3397976227964,1136.729551950706,0.9073702040111232,0.8743388101056803,0.9382133722294468
44,1099.3602905147468,1059.3397976227964,1136.729551950706,0.9073702040111232,0.8743388101056803,0.9382133722294468
45,1099.3602905147468,1059.3397976227964,1136.729551950706,0.9073702040111232,0.8743388101056803,0.9382133722294468
46,1099.3602905147468,1059.3397976227964,1136.729551950706,0.9073702040111232,0.8743388101056803,0.9382133722294468
47,1099.3602905147468,1059.3397976227964,1136.729551950706,0.9073702040111232,0.8743388101056803,0.9382133722294468
48,1099.3602905147468,1059.3397976227964,1136.729551950706,0.9073702040111232,0.8743388101056803,0.9382133722294468
49,1099.3602905147468,1059.3397976227964,1136.729551950706,0.9073702040111232,0.8743388101056803,0.9382133722294468
50,1099.3602905147468,1059.3397976227964,1136.729551950706,0.9073702040111232,0.8743388101056803,0.9382133722294468
51,1099.3602905147468,1059.3397976227964,1136.729551950706,0.9073702040111232,0.8743388101056803,0.9382133722294468
52,1099.3602905147468,1059.3397976227964,1136.729551950706,0.9073702040111232,0.8743388101056803,0.9382133722294468
53,1099.3602905147468,1059.3397976227964,1136.729551950706,0.9073702040111232,0.8743388101056803,0.9382133722294468
54,1099.3602905147468,1059.3397976227964,1136.729551950706,0.9073702040111232,0.8743388101056803,0.9382133722294468
55,1099.3602905147468,1059.3397976227964,1136.729551950706,0.9073702040111232,0.8743388101056803,0.9382133722294468
56,1099.3602905147468,1059.3397976227964,1136.729551950706,0.9073702040111232,0.8743388101056803,0.9382133722294468
57,1099.3602905147468,1059.3397976227964,1136.729551950706,0.9073702040111232,0.8743388101056803,0.9382133722294468
58,1099.3602905147468,1059.3397976227964,1136.729551950706,0.9073702040111232,0.8743388101056803,0.9382133722294468
59,1099.3602905147468,1059.3397976227964,1136.729551950706,0.9073702040111232,0.8743388101056803,0.9382133722294468
60,1099.3602905147468,1059.3397976227964,1136.729551950706,0.9073702040111232,0.8743388101056803,0.9382133722294468
