source,mode,cluster_size,iteration,cluster_id,max_residual,snr_db
baseline,residual,48,39,1,0.0,0.0
baseline,residual,48,39,2,0.0,0.0
baseline,residual,48,39,3,0.0,0.0
baseline,residual,48,39,4,0.0,0.0
baseline,residual,48,39,5,0.0,0.0
baseline,residual,48,39,6,0.0,0.0
baseline,residual,48,39,7,0.0,0.0
baseline,residual,48,39,8,0.0,0.0
baseline,residual,48,39,9,0.0,0.0
baseline,residual,48,39,10,0.0,0.0
baseline,residual,48,39,11,0.0,0.0
baseline,residual,48,40,0,0.0,0.0
baseline,residual,48,40,1,0.0,0.0
baseline,residual,48,40,2,0.0,0.0
baseline,residual,48,40,3,0.0,0.0
baseline,residual,48,40,4,0.0,0.0
baseline,residual,48,40,5,0.0,0.0
baseline,residual,48,40,6,0.0,0.0
baseline,residual,48,40,7,0.0,0.0
baseline,residual,48,40,8,0.0,0.0
baseline,residual,48,40,9,0.0,0.0
baseline,residual,48,40,10,0.0,0.0
baseline,residual,48,40,11,0.0,0.0
baseline,residual,48,41,0,0.0,0.0
baseline,residual,48,41,1,0.0,0.0
baseline,residual,48,41,2,0.0,0.0
baseline,residual,48,41,3,0.0,0.0
baseline,residual,48,41,4,0.0,0.0
baseline,residual,48,41,5,0.0,0.0
baseline,residual,48,41,6,0.0,0.0
baseline,residual,48,41,7,0.0,0.0
baseline,residual,48,41,8,0.0,0.0
baseline,residual,48,41,9,0.0,0.0
baseline,residual,48,41,10,0.0,0.0
baseline,residual,48,41,11,0.0,0.0
baseline,residual,48,42,0,0.0,0.0
baseline,residual,48,42,1,0.0,0.0
baseline,residual,48,42,2,0.0,0.0
baseline,residual,48,42,3,0.0,0.0
baseline,residual,48,42,4,0.0,0.0
baseline,residual,48,42,5,0.0,0.0
baseline,residual,48,42,6,0.0,0.0
baseline,residual,48,42,7,0.0,0.0
baseline,residual,48,42,8,0.0,0.0
baseline,residual,48,42,9,0.0,0.0
baseline,residual,48,42,10,0.0,0.0
baseline,residual,48,42,11,0.0,0.0
baseline,residual,48,43,0,0.0,0.0
baseline,residual,48,43,1,0.0,0.0
baseline,residual,48,43,2,0.0,0.0
baseline,residual,48,43,3,0.0,0.0
baseline,residual,48,43,4,0.0,0.0
baseline,residual,48,43,5,0.0,0.0
baseline,residual,48,43,6,0.0,0.0
baseline,residual,48,43,7,0.0,0.0
baseline,residual,48,43,8,0.0,0.0
baseline,residual,48,43,9,0.0,0.0
baseline,residual,48,43,10,0.0,0.0
baseline,residual,48,43,11,0.0,0.0
baseline,residual,48,44,0,0.0,0.0
baseline,residual,48,44,1,0.0,0.0
baseline,residual,48,44,2,0.0,0.0
baseline,residual,48,44,3,0.0,0.0
baseline,residual,48,44,4,0.0,0.0
baseline,residual,48,44,5,0.0,0.0
baseline,residual,48,44,6,0.0,0.0
baseline,residual,48,44,7,0.0,0.0
baseline,residual,48,44,8,0.0,0.0
baseline,residual,48,44,9,0.0,0.0
baseline,residual,48,44,10,0.0,0.0
baseline,residual,48,44,11,0.0,0.0
baseline,residual,48,45,0,0.0,0.0
baseline,residual,48,45,1,0.0,0.0
baseline,residual,48,45,2,0.0,0.0
