source,mode,cluster_size,iteration,cluster_id,max_residual,snr_db
baseline,parallel,48,0,0,3.129868357276026,0.0
baseline,parallel,48,0,1,4.1677457749793865,0.0
baseline,parallel,48,0,2,4.431574288953058,0.0
baseline,parallel,48,0,3,4.162166763783995,0.0
baseline,parallel,48,0,4,4.8182994717083005,0.0
baseline,parallel,48,0,5,5.2056503198329045,0.0
baseline,parallel,48,0,6,5.112822782613463,0.0
baseline,parallel,48,0,7,5.27863107645026,0.0
baseline,parallel,48,0,8,5.7511765509012065,0.0
baseline,parallel,48,0,9,5.839082654672709,0.0
baseline,parallel,48,0,10,6.225023095180543,0.0
baseline,parallel,48,0,11,6.587314081512432,0.0
baseline,parallel,48,1,0,6.244374526641497,0.0
baseline,parallel,48,1,1,5.837827822225975,0.0
baseline,parallel,48,1,2,8.060249071853798,0.0
baseline,parallel,48,1,3,7.132297443901295,0.0
baseline,parallel,48,1,4,6.388674294199372,0.0
baseline,parallel,48,1,5,5.874435733619976,0.0
baseline,parallel,48,1,6,5.944707500370114,0.0
baseline,parallel,48,1,7,4.116700386866333,0.0
baseline,parallel,48,1,8,6.376262420827475,0.0
baseline,parallel,48,1,9,6.241861398389557,0.0
baseline,parallel,48,1,10,10.553209189401425,0.0
baseline,parallel,48,1,11,8.173006157904295,0.0
baseline,parallel,48,2,0,5.819460257208807,0.0
baseline,parallel,48,2,1,9.216296386823215,0.0
baseline,parallel,48,2,2,7.643650184376817,0.0
baseline,parallel,48,2,3,7.3081190862434715,0.0
baseline,parallel,48,2,4,11.553673324005272,0.0
baseline,parallel,48,2,5,6.701474764931602,0.0
baseline,parallel,48,2,6,6.5903115443548295,0.0
baseline,parallel,48,2,7,6.67676157297739,0.0
baseline,parallel,48,2,8,8.209410674353284,0.0
baseline,parallel,48,2,9,7.870474100950635,0.0
baseline,parallel,48,2,10,13.407534161743275,0.0
baseline,parallel,48,2,11,6.603267055216694,0.0
baseline,parallel,48,3,0,6.304668555800815,0.0
baseline,parallel,48,3,1,5.981384803216901,0.0
baseline,parallel,48,3,2,8.12375936296343,0.0
baseline,parallel,48,3,3,7.505832634998615,0.0
baseline,parallel,48,3,4,10.964484880428525,0.0
baseline,parallel,48,3,5,5.144780330720857,0.0
baseline,parallel,48,3,6,7.916764506472692,0.0
baseline,parallel,48,3,7,4.576336510926861,0.0
baseline,parallel,48,3,8,9.8456568868525,0.0
baseline,parallel,48,3,9,6.6112075825459105,0.0
baseline,parallel,48,3,10,13.51373200239431,0.0
baseline,parallel,48,3,11,7.763400869231528,0.0
baseline,parallel,48,4,0,4.374102776114689,0.0
baseline,parallel,48,4,1,5.3686442249717565,0.0
baseline,parallel,48,4,2,5.16561348241925,0.0
baseline,parallel,48,4,3,5.419890948124439,0.0
baseline,parallel,48,4,4,8.656493246685146,0.0
baseline,parallel,48,4,5,8.501405430474316,0.0
baseline,parallel,48,4,6,6.207885905711397,0.0
baseline,parallel,48,4,7,2.9745815773355355,0.0
baseline,parallel,48,4,8,7.344158031701028,0.0
baseline,parallel,48,4,9,7.505820838847398,0.0
baseline,parallel,48,4,10,14.448765121215862,0.0
baseline,parallel,48,4,11,10.572740919247142,0.0
baseline,parallel,48,5,0,7.193104302646804,0.0
baseline,parallel,48,5,1,4.9601008163616855,0.0
baseline,parallel,48,5,2,6.914285971977728,0.0
baseline,parallel,48,5,3,3.810879863057072,0.0
baseline,parallel,48,5,4,7.550218857490854,0.0
baseline,parallel,48,5,5,7.736712182208567,0.0
baseline,parallel,48,5,6,4.562426604900008,0.0
baseline,parallel,48,5,7,3.1131985856395943,0.0
baseline,parallel,48,5,8,5.593341165138591,0.0
baseline,parallel,48,5,9,5.430697800825667,0.0
baseline,parallel,48,5,10,inf,0.0
baseline,parallel,48,5,11,7.600846037835396,0.0
