source,mode,cluster_size,iteration,cluster_id,avg_abs_llr,snr_db
rl,dqn | LDPC-DiscreteResidual-v0,48,23,5,6.711917261339843,0.0
rl,dqn | LDPC-DiscreteResidual-v0,48,23,6,5.493035786238488,0.0
rl,dqn | LDPC-DiscreteResidual-v0,48,23,7,4.97459861011644,0.0
rl,dqn | LDPC-DiscreteResidual-v0,48,23,8,5.802023875534654,0.0
rl,dqn | LDPC-DiscreteResidual-v0,48,23,9,5.495206652511173,0.0
rl,dqn | LDPC-DiscreteResidual-v0,48,23,10,5.828020712099605,0.0
rl,dqn | LDPC-DiscreteResidual-v0,48,23,11,7.185916040419245,0.0
rl,dqn | LDPC-DiscreteResidual-v0,48,24,0,5.3748204855194865,0.0
rl,dqn | LDPC-DiscreteResidual-v0,48,24,1,5.18553329494415,0.0
rl,dqn | LDPC-DiscreteResidual-v0,48,24,2,5.685824769049844,0.0
rl,dqn | LDPC-DiscreteResidual-v0,48,24,3,5.23776532533059,0.0
rl,dqn | LDPC-DiscreteResidual-v0,48,24,4,5.840081353044848,0.0
rl,dqn | LDPC-DiscreteResidual-v0,48,24,5,6.711917261339843,0.0
rl,dqn | LDPC-DiscreteResidual-v0,48,24,6,5.493035786238488,0.0
rl,dqn | LDPC-DiscreteResidual-v0,48,24,7,4.97459861011644,0.0
rl,dqn | LDPC-DiscreteResidual-v0,48,24,8,5.802023875534653,0.0
rl,dqn | LDPC-DiscreteResidual-v0,48,24,9,5.495206652511173,0.0
rl,dqn | LDPC-DiscreteResidual-v0,48,24,10,5.828020712099605,0.0
rl,dqn | LDPC-DiscreteResidual-v0,48,24,11,7.185916040419245,0.0
rl,dqn | LDPC-DiscreteResidual-v0,48,25,0,5.3748204855194865,0.0
rl,dqn | LDPC-DiscreteResidual-v0,48,25,1,5.18553329494415,0.0
rl,dqn | LDPC-DiscreteResidual-v0,48,25,2,5.685824769049844,0.0
rl,dqn | LDPC-DiscreteResidual-v0,48,25,3,5.23776532533059,0.0
rl,dqn | LDPC-DiscreteResidual-v0,48,25,4,5.840081353044848,0.0
rl,dqn | LDPC-DiscreteResidual-v0,48,25,5,6.711917261339843,0.0
rl,dqn | LDPC-DiscreteResidual-v0,48,25,6,5.493035786238488,0.0
rl,dqn | LDPC-DiscreteResidual-v0,48,25,7,4.97459861011644,0.0
rl,dqn | LDPC-DiscreteResidual-v0,48,25,8,5.802023875534654,0.0
rl,dqn | LDPC-DiscreteResidual-v0,48,25,9,5.495206652511173,0.0
rl,dqn | LDPC-DiscreteResidual-v0,48,25,10,5.828020712099605,0.0
rl,dqn | LDPC-DiscreteResidual-v0,48,25,11,7.185916040419245,0.0
rl,dqn | LDPC-DiscreteResidual-v0,48,26,0,5.3748204855194865,0.0
rl,dqn | LDPC-DiscreteResidual-v0,48,26,1,5.18553329494415,0.0
rl,dqn | LDPC-DiscreteResidual-v0,48,26,2,5.685824769049844,0.0
rl,dqn | LDPC-DiscreteResidual-v0,48,26,3,5.23776532533059,0.0
