source,mode,cluster_size,iteration,cluster_id,avg_abs_llr,snr_db
baseline,serial_emulated,48,0,0,4.380152899571696,0.0
baseline,serial_emulated,48,0,1,4.3580086399112705,0.0
baseline,serial_emulated,48,0,2,4.373151170270912,0.0
baseline,serial_emulated,48,0,3,4.243422223493118,0.0
baseline,serial_emulated,48,0,4,4.12136964745276,0.0
baseline,serial_emulated,48,0,5,4.150076718833029,0.0
baseline,serial_emulated,48,0,6,4.081086603301352,0.0
baseline,serial_emulated,48,0,7,4.293480233697195,0.0
baseline,serial_emulated,48,0,8,4.424445744061511,0.0
baseline,serial_emulated,48,0,9,4.412739510745198,0.0
baseline,serial_emulated,48,0,10,4.108206946192794,0.0
baseline,serial_emulated,48,0,11,4.235396139506343,0.0
baseline,serial_emulated,48,1,0,4.381883171639635,0.0
baseline,serial_emulated,48,1,1,4.358663472111195,0.0
baseline,serial_emulated,48,1,2,4.37364545410189,0.0
baseline,serial_emulated,48,1,3,4.243818443259995,0.0
baseline,serial_emulated,48,1,4,4.12183414330559,0.0
baseline,serial_emulated,48,1,5,4.151566548335807,0.0
baseline,serial_emulated,48,1,6,4.081467858677191,0.0
baseline,serial_emulated,48,1,7,4.294068857599295,0.0
baseline,serial_emulated,48,1,8,4.425443966717336,0.0
baseline,serial_emulated,48,1,9,4.413139368069498,0.0
baseline,serial_emulated,48,1,10,4.108466009553163,0.0
baseline,serial_emulated,48,1,11,4.2358760679133525,0.0
baseline,serial_emulated,48,2,0,4.380695537498265,0.0
baseline,serial_emulated,48,2,1,4.358368118593951,0.0
baseline,serial_emulated,48,2,2,4.373447207043141,0.0
baseline,serial_emulated,48,2,3,4.243303841489597,0.0
baseline,serial_emulated,48,2,4,4.120612780335717,0.0
baseline,serial_emulated,48,2,5,4.151305292528479,0.0
baseline,serial_emulated,48,2,6,4.081264672393208,0.0
baseline,serial_emulated,48,2,7,4.293765662613526,0.0
baseline,serial_emulated,48,2,8,4.425026762721553,0.0
baseline,serial_emulated,48,2,9,4.412925546795384,0.0
baseline,serial_emulated,48,2,10,4.108337174076198,0.0
baseline,serial_emulated,48,2,11,4.23469059370176,0.0
baseline,serial_emulated,48,3,0,4.379220081097944,0.0
baseline,serial_emulated,48,3,1,4.357412003743529,0.0
baseline,serial_emulated,48,3,2,4.372733430410284,0.0
baseline,serial_emulated,48,3,3,4.242944464089281,0.0
baseline,serial_emulated,48,3,4,4.119796625687023,0.0
baseline,serial_emulated,48,3,5,4.150971779763123,0.0
baseline,serial_emulated,48,3,6,4.080928617732448,0.0
baseline,serial_emulated,48,3,7,4.293261418575713,0.0
baseline,serial_emulated,48,3,8,4.423716530731928,0.0
baseline,serial_emulated,48,3,9,4.411951803036415,0.0
baseline,serial_emulated,48,3,10,4.108128844439462,0.0
baseline,serial_emulated,48,3,11,4.233675203853323,0.0
baseline,serial_emulated,48,4,0,4.417237945833571,0.0
baseline,serial_emulated,48,4,1,4.379917962090163,0.0
baseline,serial_emulated,48,4,2,4.387244628816038,0.0
baseline,serial_emulated,48,4,3,4.258560803697399,0.0
baseline,serial_emulated,48,4,4,4.138381836247301,0.0
baseline,serial_emulated,48,4,5,4.165224262335977,0.0
baseline,serial_emulated,48,4,6,4.095143124543157,0.0
baseline,serial_emulated,48,4,7,4.314723539178684,0.0
baseline,serial_emulated,48,4,8,4.4541820619733965,0.0
baseline,serial_emulated,48,4,9,4.427664564969005,0.0
baseline,serial_emulated,48,4,10,4.117024920578491,0.0
baseline,serial_emulated,48,4,11,4.251992558892919,0.0
baseline,serial_emulated,48,5,0,4.434566572935263,0.0
baseline,serial_emulated,48,5,1,4.391476183871922,0.0
baseline,serial_emulated,48,5,2,4.393497527595241,0.0
baseline,serial_emulated,48,5,3,4.264806190720282,0.0
baseline,serial_emulated,48,5,4,4.1456635695345705,0.0
baseline,serial_emulated,48,5,5,4.17149445777786,0.0
baseline,serial_emulated,48,5,6,4.100977635521983,0.0
baseline,serial_emulated,48,5,7,4.323467272685982,0.0
baseline,serial_emulated,48,5,8,4.467095922548595,0.0
baseline,serial_emulated,48,5,9,4.434758918722421,0.0
baseline,serial_emulated,48,5,10,4.1206678590660575,0.0
baseline,serial_emulated,48,5,11,4.25927887025731,0.0
baseline,serial_emulated,48,6,0,4.437192051556105,0.0
baseline,serial_emulated,48,6,1,4.39356310796229,0.0
baseline,serial_emulated,48,6,2,4.393985844584602,0.0
baseline,serial_emulated,48,6,3,4.265344468378667,0.0
baseline,serial_emulated,48,6,4,4.146726790013396,0.0
baseline,serial_emulated,48,6,5,4.1719922569763295,0.0
baseline,serial_emulated,48,6,6,4.1014810797470425,0.0
baseline,serial_emulated,48,6,7,4.324216920528608,0.0
baseline,serial_emulated,48,6,8,4.468123433349139,0.0
baseline,serial_emulated,48,6,9,4.4352587227945,0.0
baseline,serial_emulated,48,6,10,4.120982210448566,0.0
baseline,serial_emulated,48,6,11,4.260561020354699,0.0
baseline,serial_emulated,48,7,0,4.4361741626177045,0.0
baseline,serial_emulated,48,7,1,4.393654699364018,0.0
baseline,serial_emulated,48,7,2,4.394002931653145,0.0
