source,mode,cluster_size,iteration,cluster_id,avg_abs_llr,snr_db
baseline,layered,48,0,0,4.380152899571696,0.0
baseline,layered,48,0,1,4.3580086399112705,0.0
baseline,layered,48,0,2,4.373151170270912,0.0
baseline,layered,48,0,3,4.243422223493118,0.0
baseline,layered,48,0,4,4.12136964745276,0.0
baseline,layered,48,0,5,4.150076718833029,0.0
baseline,layered,48,0,6,4.081086603301352,0.0
baseline,layered,48,0,7,4.293480233697195,0.0
baseline,layered,48,0,8,4.424445744061511,0.0
baseline,layered,48,0,9,4.412739510745198,0.0
baseline,layered,48,0,10,4.108206946192794,0.0
baseline,layered,48,0,11,4.235396139506343,0.0
baseline,layered,48,1,0,4.710606483197414,0.0
baseline,layered,48,1,1,4.555225539715818,0.0
baseline,layered,48,1,2,4.489636295743062,0.0
baseline,layered,48,1,3,4.3885181940050035,0.0
baseline,layered,48,1,4,4.294294885535584,0.0
baseline,layered,48,1,5,4.294831784465549,0.0
baseline,layered,48,1,6,4.214817684276526,0.0
baseline,layered,48,1,7,4.493660262178912,0.0
baseline,layered,48,1,8,4.677270892323495,0.0
baseline,layered,48,1,9,4.542832213500859,0.0
baseline,layered,48,1,10,4.201359920987351,0.0
baseline,layered,48,1,11,4.408029899453749,0.0
baseline,layered,48,2,0,4.99572029977043,0.0
baseline,layered,48,2,1,5.215179786398896,0.0
baseline,layered,48,2,2,4.806690405187479,0.0
baseline,layered,48,2,3,4.580174907777014,0.0
baseline,layered,48,2,4,4.4036836797314605,0.0
baseline,layered,48,2,5,4.4260983375005996,0.0
baseline,layered,48,2,6,4.500960266132244,0.0
baseline,layered,48,2,7,4.749949443451675,0.0
baseline,layered,48,2,8,5.05372504896806,0.0
baseline,layered,48,2,9,4.931316588153476,0.0
baseline,layered,48,2,10,4.53675917008837,0.0
baseline,layered,48,2,11,4.572113090747561,0.0
baseline,layered,48,3,0,5.232794418078932,0.0
baseline,layered,48,3,1,5.6247538191733595,0.0
baseline,layered,48,3,2,5.5578577594511716,0.0
baseline,layered,48,3,3,5.020595544391031,0.0
baseline,layered,48,3,4,4.658115670293211,0.0
baseline,layered,48,3,5,4.739547843116761,0.0
baseline,layered,48,3,6,4.814409771748405,0.0
baseline,layered,48,3,7,4.899085433430124,0.0
baseline,layered,48,3,8,5.480458461923363,0.0
baseline,layered,48,3,9,5.361352297090007,0.0
baseline,layered,48,3,10,5.095207763464489,0.0
baseline,layered,48,3,11,4.953761076590188,0.0
baseline,layered,48,4,0,5.555892048790394,0.0
baseline,layered,48,4,1,5.893877688960269,0.0
baseline,layered,48,4,2,6.016608288349315,0.0
baseline,layered,48,4,3,5.9688625825241735,0.0
baseline,layered,48,4,4,5.129395196859728,0.0
baseline,layered,48,4,5,4.928583439252026,0.0
baseline,layered,48,4,6,5.200565905721162,0.0
baseline,layered,48,4,7,5.285241567402881,0.0
baseline,layered,48,4,8,5.66949405805863,0.0
baseline,layered,48,4,9,5.93915858279568,0.0
baseline,layered,48,4,10,5.792524828637428,0.0
baseline,layered,48,4,11,5.416405864805118,0.0
baseline,layered,48,5,0,5.795548141390147,0.0
baseline,layered,48,5,1,5.982605036729506,0.0
baseline,layered,48,5,2,6.19827000413576,0.0
baseline,layered,48,5,3,6.278440503608327,0.0
baseline,layered,48,5,4,5.926664174058065,0.0
baseline,layered,48,5,5,5.23879168424094,0.0
baseline,layered,48,5,6,5.324784192598094,0.0
baseline,layered,48,5,7,5.409459854279815,0.0
baseline,layered,48,5,8,5.793712344935562,0.0
baseline,layered,48,5,9,6.063376869672612,0.0
baseline,layered,48,5,10,6.371987497041679,0.0
baseline,layered,48,5,11,5.985244715806903,0.0
baseline,layered,48,6,0,6.100422225658638,0.0
baseline,layered,48,6,1,6.168791430712503,0.0
baseline,layered,48,6,2,6.565773409165292,0.0
baseline,layered,48,6,3,6.464626897591323,0.0
baseline,layered,48,6,4,6.408479825298531,0.0
baseline,layered,48,6,5,6.7639047044335765,0.0
baseline,layered,48,6,6,5.912789640645345,0.0
baseline,layered,48,6,7,5.67012080585601,0.0
baseline,layered,48,6,8,6.054373296511757,0.0
baseline,layered,48,6,9,6.324037821248807,0.0
baseline,layered,48,6,10,6.697813686511922,0.0
baseline,layered,48,6,11,6.725417582934568,0.0
baseline,layered,48,7,0,6.46371734274591,0.0
baseline,layered,48,7,1,6.631475061531039,0.0
baseline,layered,48,7,2,6.9518967596668455,0.0
baseline,layered,48,7,3,6.931720619560673,0.0
baseline,layered,48,7,4,6.658317582704889,0.0
baseline,layered,48,7,5,7.381702065236063,0.0
baseline,layered,48,7,6,7.695664224014311,0.0
baseline,layered,48,7,7,6.3240520166131,0.0
baseline,layered,48,7,8,6.354178605399388,0.0
baseline,layered,48,7,9,6.6238431301364376,0.0
baseline,layered,48,7,10,7.072570322621459,0.0
baseline,layered,48,7,11,7.100174219044107,0.0
baseline,layered,48,8,0,7.06042445996947,0.0
baseline,layered,48,8,1,7.139538997953638,0.0
baseline,layered,48,8,2,7.158186487866885,0.0
baseline,layered,48,8,3,7.426611237511269,0.0
baseline,layered,48,8,4,6.933370553638275,0.0
baseline,layered,48,8,5,7.711765630356126,0.0
baseline,layered,48,8,6,8.388511089145142,0.0
baseline,layered,48,8,7,8.258251903788455,0.0
baseline,layered,48,8,8,7.065468116391026,0.0
baseline,layered,48,8,9,6.953906695256501,0.0
baseline,layered,48,8,10,7.485149779021538,0.0
baseline,layered,48,8,11,7.512753675444185,0.0
baseline,layered,48,9,0,8.068207442046743,0.0
baseline,layered,48,9,1,8.079196373791511,0.0
baseline,layered,48,9,2,8.03564666672163,0.0
baseline,layered,48,9,3,7.733085981935661,0.0
baseline,layered,48,9,4,7.290924422133397,0.0
baseline,layered,48,9,5,8.140830272550273,0.0
baseline,layered,48,9,6,8.817575731339293,0.0
baseline,layered,48,9,7,9.0973896275541,0.0
baseline,layered,48,9,8,9.515679758436303,0.0
baseline,layered,48,9,9,7.859353939858024,0.0
baseline,layered,48,9,10,8.021480581764223,0.0
baseline,layered,48,9,11,8.049084478186872,0.0
baseline,layered,48,10,0,8.58524546541023,0.0
baseline,layered,48,10,1,9.107749875945707,0.0
baseline,layered,48,10,2,8.935630981106554,0.0
baseline,layered,48,10,3,8.76814942911484,0.0
baseline,layered,48,10,4,7.65410187244269,0.0
baseline,layered,48,10,5,8.576643212921423,0.0
baseline,layered,48,10,6,9.25338867171044,0.0
baseline,layered,48,10,7,9.53320256792525,0.0
baseline,layered,48,10,8,10.44634820049058,0.0
baseline,layered,48,10,9,10.505525014800753,0.0
baseline,layered,48,10,10,9.202879833430158,0.0
baseline,layered,48,10,11,8.593850653650806,0.0
baseline,layered,48,11,0,8.954376303129148,0.0
baseline,layered,48,11,1,10.112729895468378,0.0
baseline,layered,48,11,2,10.301826005160192,0.0
baseline,layered,48,11,3,10.329515170890428,0.0
baseline,layered,48,11,4,9.685303130506895,0.0
baseline,layered,48,11,5,9.241078720815477,0.0
baseline,layered,48,11,6,9.917824179604493,0.0
baseline,layered,48,11,7,10.197638075819304,0.0
