source,mode,cluster_size,iteration,cluster_id,avg_abs_llr,snr_db
baseline,residual,48,26,6,17.24853117826568,0.0
baseline,residual,48,26,7,16.653199955243466,0.0
baseline,residual,48,26,8,19.529941859653846,0.0
baseline,residual,48,26,9,18.561225325759207,0.0
baseline,residual,48,26,10,25.94018142482348,0.0
baseline,residual,48,26,11,24.07618789100144,0.0
baseline,residual,48,27,0,17.10246056516796,0.0
baseline,residual,48,27,1,17.843773482756156,0.0
baseline,residual,48,27,2,20.220399509934996,0.0
baseline,residual,48,27,3,20.6828810661409,0.0
baseline,residual,48,27,4,21.618229769760408,0.0
baseline,residual,48,27,5,20.462914879195818,0.0
baseline,residual,48,27,6,18.121437317333676,0.0
baseline,residual,48,27,7,17.526106094311466,0.0
baseline,residual,48,27,8,19.94145136013783,0.0
baseline,residual,48,27,9,20.052364676394298,0.0
baseline,residual,48,27,10,27.450268004981282,0.0
baseline,residual,48,27,11,25.076994814011243,0.0
baseline,residual,48,28,0,17.510528833677885,0.0
baseline,residual,48,28,1,18.661808431913602,0.0
baseline,residual,48,28,2,21.476565083989517,0.0
baseline,residual,48,28,3,21.367669650951047,0.0
baseline,residual,48,28,4,22.00024915144864,0.0
baseline,residual,48,28,5,20.825543959512,0.0
baseline,residual,48,28,6,18.48406639764986,0.0
baseline,residual,48,28,7,17.767349779982926,0.0
baseline,residual,48,28,8,20.675974243455695,0.0
baseline,residual,48,28,9,20.76111729775282,0.0
baseline,residual,48,28,10,28.304892901114513,0.0
baseline,residual,48,28,11,25.650023886543593,0.0
baseline,residual,48,29,0,18.804669277234296,0.0
baseline,residual,48,29,1,21.633895227961577,0.0
baseline,residual,48,29,2,22.85186613858903,0.0
baseline,residual,48,29,3,22.18053709798678,0.0
baseline,residual,48,29,4,22.474082444422052,0.0
baseline,residual,48,29,5,21.394143911080103,0.0
baseline,residual,48,29,6,19.814790299515195,0.0
baseline,residual,48,29,7,18.915900111011865,0.0
baseline,residual,48,29,8,22.38706154450737,0.0
baseline,residual,48,29,9,22.461668693625587,0.0
baseline,residual,48,29,10,29.72741093342704,0.0
baseline,residual,48,29,11,26.36077382600372,0.0
baseline,residual,48,30,0,19.172550752759488,0.0
baseline,residual,48,30,1,22.090584535766236,0.0
baseline,residual,48,30,2,23.85286655316317,0.0
baseline,residual,48,30,3,22.82018752986705,0.0
