source,mode,cluster_size,iteration,cluster_id,avg_abs_llr,snr_db
baseline,parallel,24,0,0,4.23509393682882,0.0
baseline,parallel,24,0,1,4.4448339176742815,0.0
baseline,parallel,24,0,2,4.080160501757381,0.0
baseline,parallel,24,0,3,4.8036564508720145,0.0
baseline,parallel,24,0,4,4.061122057513004,0.0
baseline,parallel,24,0,5,4.5363212454119255,0.0
baseline,parallel,24,0,6,4.532784630186618,0.0
baseline,parallel,24,0,7,4.46223738551479,0.0
baseline,parallel,24,0,8,4.431230479694946,0.0
baseline,parallel,24,0,9,3.7760156268171494,0.0
baseline,parallel,24,0,10,4.226681819243725,0.0
baseline,parallel,24,0,11,3.9925144362070486,0.0
baseline,parallel,24,0,12,4.296913604147067,0.0
baseline,parallel,24,0,13,4.414521444995303,0.0
baseline,parallel,24,0,14,4.251440951484942,0.0
baseline,parallel,24,0,15,4.450849587893891,0.0
baseline,parallel,24,0,16,4.072405301867177,0.0
baseline,parallel,24,0,17,4.774516351127667,0.0
baseline,parallel,24,0,18,4.125084020989241,0.0
baseline,parallel,24,0,19,5.299511436492012,0.0
baseline,parallel,24,0,20,4.455120826797236,0.0
baseline,parallel,24,0,21,4.410503638087996,0.0
baseline,parallel,24,0,22,4.493956119370163,0.0
baseline,parallel,24,0,23,3.7979819699451127,0.0
baseline,parallel,24,1,0,7.199342109635231,0.0
baseline,parallel,24,1,1,7.731072739842649,0.0
baseline,parallel,24,1,2,7.394444784521035,0.0
baseline,parallel,24,1,3,8.889759858359279,0.0
baseline,parallel,24,1,4,7.611354301637128,0.0
baseline,parallel,24,1,5,8.582275591736481,0.0
baseline,parallel,24,1,6,8.390789632547179,0.0
baseline,parallel,24,1,7,8.483708601709022,0.0
baseline,parallel,24,1,8,8.406030878310672,0.0
baseline,parallel,24,1,9,7.479389839331546,0.0
baseline,parallel,24,1,10,8.131968582386948,0.0
baseline,parallel,24,1,11,7.415291844486092,0.0
baseline,parallel,24,1,12,7.903614915754314,0.0
baseline,parallel,24,1,13,8.631173335823439,0.0
baseline,parallel,24,1,14,8.124219158920402,0.0
baseline,parallel,24,1,15,8.53563498105442,0.0
baseline,parallel,24,1,16,7.776177463772945,0.0
baseline,parallel,24,1,17,9.29001104051615,0.0
baseline,parallel,24,1,18,8.10697525333315,0.0
baseline,parallel,24,1,19,9.994757850252205,0.0
baseline,parallel,24,1,20,9.95595463854285,0.0
baseline,parallel,24,1,21,10.163464905820922,0.0
baseline,parallel,24,1,22,10.018985001571396,0.0
baseline,parallel,24,1,23,8.413930035791156,0.0
baseline,parallel,24,2,0,11.841179015696799,0.0
baseline,parallel,24,2,1,11.89903751248634,0.0
baseline,parallel,24,2,2,12.402610585975987,0.0
baseline,parallel,24,2,3,13.339498904620081,0.0
baseline,parallel,24,2,4,12.77712688350347,0.0
baseline,parallel,24,2,5,13.330849699261748,0.0
baseline,parallel,24,2,6,13.863582651985011,0.0
baseline,parallel,24,2,7,13.486970939401399,0.0
baseline,parallel,24,2,8,14.306757040498237,0.0
baseline,parallel,24,2,9,12.230767272808063,0.0
baseline,parallel,24,2,10,12.922089497355545,0.0
baseline,parallel,24,2,11,11.373119653429777,0.0
baseline,parallel,24,2,12,12.334148122948266,0.0
baseline,parallel,24,2,13,12.476023302124952,0.0
baseline,parallel,24,2,14,11.847761832250873,0.0
baseline,parallel,24,2,15,12.943309930953124,0.0
baseline,parallel,24,2,16,12.475522962795702,0.0
baseline,parallel,24,2,17,14.268865604826571,0.0
baseline,parallel,24,2,18,13.024934176778432,0.0
baseline,parallel,24,2,19,15.998709722751888,0.0
baseline,parallel,24,2,20,16.665398393394025,0.0
baseline,parallel,24,2,21,17.189512592996376,0.0
baseline,parallel,24,2,22,16.405453317537543,0.0
baseline,parallel,24,2,23,13.81902413348935,0.0
baseline,parallel,24,3,0,16.782461357441505,0.0
baseline,parallel,24,3,1,17.17653568384167,0.0
baseline,parallel,24,3,2,18.117820707220385,0.0
baseline,parallel,24,3,3,18.403446633555337,0.0
baseline,parallel,24,3,4,18.58812959752135,0.0
baseline,parallel,24,3,5,19.26956142049595,0.0
baseline,parallel,24,3,6,19.55907978052222,0.0
baseline,parallel,24,3,7,19.729517198104006,0.0
baseline,parallel,24,3,8,20.403839975284683,0.0
baseline,parallel,24,3,9,19.013940423280154,0.0
baseline,parallel,24,3,10,18.645411396513,0.0
baseline,parallel,24,3,11,16.703088612978004,0.0
baseline,parallel,24,3,12,17.14471600197979,0.0
baseline,parallel,24,3,13,17.524617742086182,0.0
baseline,parallel,24,3,14,16.655751802134084,0.0
baseline,parallel,24,3,15,17.153678559752297,0.0
baseline,parallel,24,3,16,18.817448181004043,0.0
baseline,parallel,24,3,17,19.760473356615815,0.0
baseline,parallel,24,3,18,19.14509035773913,0.0
baseline,parallel,24,3,19,21.920293010583478,0.0
baseline,parallel,24,3,20,24.43659484808593,0.0
baseline,parallel,24,3,21,25.372157505090588,0.0
baseline,parallel,24,3,22,23.458042892458263,0.0
baseline,parallel,24,3,23,21.050160259947514,0.0
baseline,parallel,24,4,0,21.55273867545939,0.0
baseline,parallel,24,4,1,22.409400827388755,0.0
baseline,parallel,24,4,2,23.361729230720826,0.0
baseline,parallel,24,4,3,23.713102141388237,0.0
baseline,parallel,24,4,4,24.02340681511372,0.0
baseline,parallel,24,4,5,25.308205355492884,0.0
baseline,parallel,24,4,6,24.96017355601194,0.0
baseline,parallel,24,4,7,25.869558858635532,0.0
baseline,parallel,24,4,8,26.785609004830295,0.0
baseline,parallel,24,4,9,26.393047830641095,0.0
baseline,parallel,24,4,10,24.608372926973242,0.0
baseline,parallel,24,4,11,22.835144572209394,0.0
baseline,parallel,24,4,12,22.009458267755903,0.0
baseline,parallel,24,4,13,22.74647231215762,0.0
baseline,parallel,24,4,14,21.245414561832703,0.0
baseline,parallel,24,4,15,21.217694873702797,0.0
baseline,parallel,24,4,16,24.793595315019893,0.0
baseline,parallel,24,4,17,25.39530149924736,0.0
baseline,parallel,24,4,18,25.010508227596667,0.0
baseline,parallel,24,4,19,27.659091546427632,0.0
baseline,parallel,24,4,20,32.50020303971176,0.0
baseline,parallel,24,4,21,34.10399332185708,0.0
baseline,parallel,24,4,22,30.578828321645563,0.0
baseline,parallel,24,4,23,29.464960393099513,0.0
baseline,parallel,24,5,0,26.270214386946233,0.0
baseline,parallel,24,5,1,26.177447151034478,0.0
baseline,parallel,24,5,2,28.591071025219716,0.0
baseline,parallel,24,5,3,27.904571685765198,0.0
baseline,parallel,24,5,4,29.104746537395247,0.0
baseline,parallel,24,5,5,30.345581175778175,0.0
baseline,parallel,24,5,6,30.287934402041433,0.0
baseline,parallel,24,5,7,30.517733259629786,0.0
baseline,parallel,24,5,8,33.33133967381261,0.0
baseline,parallel,24,5,9,32.47715968740467,0.0
baseline,parallel,24,5,10,30.48790621649169,0.0
baseline,parallel,24,5,11,28.17748622195249,0.0
baseline,parallel,24,5,12,26.898274785212234,0.0
baseline,parallel,24,5,13,26.82333073799051,0.0
baseline,parallel,24,5,14,24.86311817670484,0.0
baseline,parallel,24,5,15,24.80033490498526,0.0
baseline,parallel,24,5,16,30.219700340174963,0.0
baseline,parallel,24,5,17,30.101431456302574,0.0
baseline,parallel,24,5,18,30.069094086831154,0.0
baseline,parallel,24,5,19,33.07617508184942,0.0
baseline,parallel,24,5,20,39.73435063970165,0.0
baseline,parallel,24,5,21,42.32838790018558,0.0
baseline,parallel,24,5,22,37.762551754052616,0.0
baseline,parallel,24,5,23,36.31819473539035,0.0
