source,mode,cluster_size,iteration,cluster_id,avg_abs_llr,snr_db
baseline,residual,24,0,0,4.23509393682882,0.0
baseline,residual,24,0,1,4.4448339176742815,0.0
baseline,residual,24,0,2,4.080160501757381,0.0
baseline,residual,24,0,3,4.8036564508720145,0.0
baseline,residual,24,0,4,4.061122057513004,0.0
baseline,residual,24,0,5,4.5363212454119255,0.0
baseline,residual,24,0,6,4.532784630186618,0.0
baseline,residual,24,0,7,4.46223738551479,0.0
baseline,residual,24,0,8,4.431230479694946,0.0
baseline,residual,24,0,9,3.7760156268171494,0.0
baseline,residual,24,0,10,4.226681819243725,0.0
baseline,residual,24,0,11,3.9925144362070486,0.0
baseline,residual,24,0,12,4.296913604147067,0.0
baseline,residual,24,0,13,4.414521444995303,0.0
baseline,residual,24,0,14,4.251440951484942,0.0
baseline,residual,24,0,15,4.450849587893891,0.0
baseline,residual,24,0,16,4.072405301867177,0.0
baseline,residual,24,0,17,4.774516351127667,0.0
baseline,residual,24,0,18,4.125084020989241,0.0
baseline,residual,24,0,19,5.299511436492012,0.0
baseline,residual,24,0,20,4.455120826797236,0.0
baseline,residual,24,0,21,4.410503638087996,0.0
baseline,residual,24,0,22,4.493956119370163,0.0
baseline,residual,24,0,23,3.7979819699451127,0.0
baseline,residual,24,1,0,4.601370357819035,0.0
baseline,residual,24,1,1,4.4448339176742815,0.0
baseline,residual,24,1,2,4.250693208020713,0.0
baseline,residual,24,1,3,4.837750216710859,0.0
baseline,residual,24,1,4,4.395719599242453,0.0
baseline,residual,24,1,5,4.62247805384607,0.0
baseline,residual,24,1,6,4.987685520799529,0.0
baseline,residual,24,1,7,4.488198609374557,0.0
baseline,residual,24,1,8,5.301956114785299,0.0
baseline,residual,24,1,9,3.7769795393110366,0.0
baseline,residual,24,1,10,4.925039112540522,0.0
baseline,residual,24,1,11,3.9925144362070486,0.0
baseline,residual,24,1,12,4.580383764154406,0.0
baseline,residual,24,1,13,4.417528345931013,0.0
baseline,residual,24,1,14,4.25444785242065,0.0
baseline,residual,24,1,15,4.734319747901231,0.0
baseline,residual,24,1,16,4.210256195361808,0.0
baseline,residual,24,1,17,4.923142518576084,0.0
baseline,residual,24,1,18,4.126240715981906,0.0
baseline,residual,24,1,19,5.584831802442395,0.0
baseline,residual,24,1,20,4.9981972911635895,0.0
baseline,residual,24,1,21,4.708935874048829,0.0
baseline,residual,24,1,22,6.316340731188711,0.0
baseline,residual,24,1,23,3.7979819699451127,0.0
baseline,residual,24,2,0,4.753600870118159,0.0
baseline,residual,24,2,1,4.6530039976571445,0.0
baseline,residual,24,2,2,4.45422624373346,0.0
baseline,residual,24,2,3,5.327493881680616,0.0
baseline,residual,24,2,4,4.491588819220346,0.0
baseline,residual,24,2,5,5.133225946965368,0.0
baseline,residual,24,2,6,5.165967683395019,0.0
baseline,residual,24,2,7,4.984415373480126,0.0
baseline,residual,24,2,8,5.569516287232337,0.0
baseline,residual,24,2,9,3.7769795393110366,0.0
baseline,residual,24,2,10,5.199054034678948,0.0
baseline,residual,24,2,11,4.0395717210050694,0.0
baseline,residual,24,2,12,4.889136041008565,0.0
baseline,residual,24,2,13,4.429848276013299,0.0
baseline,residual,24,2,14,4.266767782502938,0.0
baseline,residual,24,2,15,5.043072024755389,0.0
baseline,residual,24,2,16,4.3779376503336245,0.0
baseline,residual,24,2,17,5.404182129711845,0.0
baseline,residual,24,2,18,4.126240715981906,0.0
baseline,residual,24,2,19,7.158611155180131,0.0
baseline,residual,24,2,20,5.04335473733684,0.0
baseline,residual,24,2,21,5.467451580106047,0.0
baseline,residual,24,2,22,6.658859383861743,0.0
baseline,residual,24,2,23,3.8568035759426373,0.0
baseline,residual,24,3,0,4.816054706508354,0.0
baseline,residual,24,3,1,4.838934629879971,0.0
baseline,residual,24,3,2,4.841914174197897,0.0
baseline,residual,24,3,3,5.646845341325929,0.0
baseline,residual,24,3,4,5.290374423113461,0.0
baseline,residual,24,3,5,5.194409826167795,0.0
baseline,residual,24,3,6,5.915363161126741,0.0
baseline,residual,24,3,7,5.217842162143308,0.0
baseline,residual,24,3,8,6.316269165489647,0.0
baseline,residual,24,3,9,4.114879663204152,0.0
baseline,residual,24,3,10,5.311470940181297,0.0
baseline,residual,24,3,11,4.374246859006157,0.0
baseline,residual,24,3,12,5.004274356946693,0.0
baseline,residual,24,3,13,4.761802003578608,0.0
baseline,residual,24,3,14,4.598721510068247,0.0
baseline,residual,24,3,15,5.158210340693517,0.0
baseline,residual,24,3,16,4.475831857057508,0.0
baseline,residual,24,3,17,5.7533799664914,0.0
baseline,residual,24,3,18,5.074483967303855,0.0
baseline,residual,24,3,19,7.2002230500118305,0.0
baseline,residual,24,3,20,7.34878811887524,0.0
baseline,residual,24,3,21,5.467451580106047,0.0
baseline,residual,24,3,22,7.2820005492387025,0.0
baseline,residual,24,3,23,4.2751474984439986,0.0
baseline,residual,24,4,0,4.936378605590385,0.0
baseline,residual,24,4,1,4.873232887339696,0.0
baseline,residual,24,4,2,5.0407140897515825,0.0
baseline,residual,24,4,3,5.840269032649453,0.0
baseline,residual,24,4,4,5.3436946913654,0.0
baseline,residual,24,4,5,5.72049742420932,0.0
baseline,residual,24,4,6,6.012405441440853,0.0
baseline,residual,24,4,7,5.782980300450298,0.0
baseline,residual,24,4,8,6.506854058666776,0.0
baseline,residual,24,4,9,4.874887960487807,0.0
baseline,residual,24,4,10,5.528053958528953,0.0
baseline,residual,24,4,11,4.435983722433662,0.0
baseline,residual,24,4,12,5.154281990054304,0.0
baseline,residual,24,4,13,4.890114252246158,0.0
baseline,residual,24,4,14,4.727033758735796,0.0
baseline,residual,24,4,15,5.3082179738011295,0.0
baseline,residual,24,4,16,4.668839309629566,0.0
baseline,residual,24,4,17,5.838692395694502,0.0
baseline,residual,24,4,18,5.124101977266461,0.0
baseline,residual,24,4,19,7.69971808967732,0.0
