source,mode,cluster_size,iteration,cluster_id,max_residual,snr_db
baseline,serial_emulated,24,3,11,4.391765823034438,0.0
baseline,serial_emulated,24,3,12,5.195143103920704,0.0
baseline,serial_emulated,24,3,13,5.747506973412645,0.0
baseline,serial_emulated,24,3,14,5.23704952153753,0.0
baseline,serial_emulated,24,3,15,5.4100879666559765,0.0
baseline,serial_emulated,24,3,16,4.337367404442795,0.0
baseline,serial_emulated,24,3,17,5.512092644668852,0.0
baseline,serial_emulated,24,3,18,3.8438057405965758,0.0
baseline,serial_emulated,24,3,19,6.048170256893621,0.0
baseline,serial_emulated,24,3,20,5.682811077897046,0.0
baseline,serial_emulated,24,3,21,8.295391488466219,0.0
baseline,serial_emulated,24,3,22,5.986041034392833,0.0
baseline,serial_emulated,24,3,23,4.597689936596569,0.0
baseline,serial_emulated,24,4,0,2.55295436242369,0.0
baseline,serial_emulated,24,4,1,3.9036903071833216,0.0
baseline,serial_emulated,24,4,2,3.3085069983603406,0.0
baseline,serial_emulated,24,4,3,4.908516072160684,0.0
baseline,serial_emulated,24,4,4,3.5583068080721136,0.0
baseline,serial_emulated,24,4,5,3.4667893163498062,0.0
baseline,serial_emulated,24,4,6,4.726163627035912,0.0
baseline,serial_emulated,24,4,7,4.144268395993943,0.0
baseline,serial_emulated,24,4,8,5.2809971617544935,0.0
baseline,serial_emulated,24,4,9,4.747910323911438,0.0
baseline,serial_emulated,24,4,10,4.432956359640149,0.0
baseline,serial_emulated,24,4,11,4.391765823034438,0.0
baseline,serial_emulated,24,4,12,5.195143103920704,0.0
baseline,serial_emulated,24,4,13,5.747506973412645,0.0
baseline,serial_emulated,24,4,14,5.23704952153753,0.0
baseline,serial_emulated,24,4,15,5.4100879666559765,0.0
baseline,serial_emulated,24,4,16,4.337367404442795,0.0
baseline,serial_emulated,24,4,17,5.512092644668852,0.0
baseline,serial_emulated,24,4,18,3.8438057405965758,0.0
baseline,serial_emulated,24,4,19,6.048170256893621,0.0
baseline,serial_emulated,24,4,20,5.682811077897046,0.0
baseline,serial_emulated,24,4,21,8.295391488466219,0.0
baseline,serial_emulated,24,4,22,5.986041034392833,0.0
baseline,serial_emulated,24,4,23,4.597689936596569,0.0
baseline,serial_emulated,24,5,0,2.55295436242369,0.0
baseline,serial_emulated,24,5,1,3.9036903071833216,0.0
baseline,serial_emulated,24,5,2,3.3085069983603406,0.0
baseline,serial_emulated,24,5,3,4.908516072160684,0.0
baseline,serial_emulated,24,5,4,3.5583068080721136,0.0
baseline,serial_emulated,24,5,5,3.4667893163498062,0.0
baseline,serial_emulated,24,5,6,4.726163627035912,0.0
baseline,serial_emulated,24,5,7,4.144268395993943,0.0
baseline,serial_emulated,24,5,8,5.2809971617544935,0.0
baseline,serial_emulated,24,5,9,4.747910323911438,0.0
baseline,serial_emulated,24,5,10,4.432956359640149,0.0
baseline,serial_emulated,24,5,11,4.391765823034438,0.0
baseline,serial_emulated,24,5,12,5.195143103920704,0.0
baseline,serial_emulated,24,5,13,5.747506973412645,0.0
baseline,serial_emulated,24,5,14,5.23704952153753,0.0
baseline,serial_emulated,24,5,15,5.4100879666559765,0.0
baseline,serial_emulated,24,5,16,4.337367404442795,0.0
baseline,serial_emulated,24,5,17,5.512092644668852,0.0
baseline,serial_emulated,24,5,18,3.8438057405965758,0.0
baseline,serial_emulated,24,5,19,6.048170256893621,0.0
baseline,serial_emulated,24,5,20,5.682811077897046,0.0
baseline,serial_emulated,24,5,21,8.295391488466219,0.0
baseline,serial_emulated,24,5,22,5.986041034392833,0.0
baseline,serial_emulated,24,5,23,4.597689936596569,0.0
baseline,serial_emulated,24,6,0,2.55295436242369,0.0
baseline,serial_emulated,24,6,1,3.9036903071833216,0.0
baseline,serial_emulated,24,6,2,3.3085069983603406,0.0
baseline,serial_emulated,24,6,3,4.908516072160684,0.0
baseline,serial_emulated,24,6,4,3.5583068080721136,0.0
baseline,serial_emulated,24,6,5,3.4667893163498062,0.0
baseline,serial_emulated,24,6,6,4.726163627035912,0.0
baseline,serial_emulated,24,6,7,4.144268395993943,0.0
baseline,serial_emulated,24,6,8,5.2809971617544935,0.0
baseline,serial_emulated,24,6,9,4.747910323911438,0.0
baseline,serial_emulated,24,6,10,4.432956359640149,0.0
baseline,serial_emulated,24,6,11,4.391765823034438,0.0
baseline,serial_emulated,24,6,12,5.195143103920704,0.0
baseline,serial_emulated,24,6,13,5.747506973412645,0.0
baseline,serial_emulated,24,6,14,5.23704952153753,0.0
baseline,serial_emulated,24,6,15,5.4100879666559765,0.0
baseline,serial_emulated,24,6,16,4.337367404442795,0.0
baseline,serial_emulated,24,6,17,5.512092644668852,0.0
baseline,serial_emulated,24,6,18,3.8438057405965758,0.0
baseline,serial_emulated,24,6,19,6.048170256893621,0.0
baseline,serial_emulated,24,6,20,5.682811077897046,0.0
baseline,serial_emulated,24,6,21,8.295391488466219,0.0
baseline,serial_emulated,24,6,22,5.986041034392833,0.0
baseline,serial_emulated,24,6,23,4.597689936596569,0.0
baseline,serial_emulated,24,7,0,2.55295436242369,0.0
baseline,serial_emulated,24,7,1,3.9036903071833216,0.0
baseline,serial_emulated,24,7,2,3.3085069983603406,0.0
baseline,serial_emulated,24,7,3,4.908516072160684,0.0
baseline,serial_emulated,24,7,4,3.5583068080721136,0.0
baseline,serial_emulated,24,7,5,3.4667893163498062,0.0
baseline,serial_emulated,24,7,6,4.726163627035912,0.0
baseline,serial_emulated,24,7,7,4.144268395993943,0.0
baseline,serial_emulated,24,7,8,5.2809971617544935,0.0
baseline,serial_emulated,24,7,9,4.747910323911438,0.0
baseline,serial_emulated,24,7,10,4.432956359640149,0.0
baseline,serial_emulated,24,7,11,4.391765823034438,0.0
baseline,serial_emulated,24,7,12,5.195143103920704,0.0
baseline,serial_emulated,24,7,13,5.747506973412645,0.0
baseline,serial_emulated,24,7,14,5.23704952153753,0.0
baseline,serial_emulated,24,7,15,5.4100879666559765,0.0
baseline,serial_emulated,24,7,16,4.337367404442795,0.0
baseline,serial_emulated,24,7,17,5.512092644668852,0.0
baseline,serial_emulated,24,7,18,3.8438057405965758,0.0
baseline,serial_emulated,24,7,19,6.048170256893621,0.0
baseline,serial_emulated,24,7,20,5.682811077897046,0.0
baseline,serial_emulated,24,7,21,8.295391488466219,0.0
baseline,serial_emulated,24,7,22,5.986041034392833,0.0
baseline,serial_emulated,24,7,23,4.597689936596569,0.0
baseline,serial_emulated,24,8,0,2.55295436242369,0.0
baseline,serial_emulated,24,8,1,3.9036903071833216,0.0
baseline,serial_emulated,24,8,2,3.3085069983603406,0.0
baseline,serial_emulated,24,8,3,4.908516072160684,0.0
baseline,serial_emulated,24,8,4,3.5583068080721136,0.0
baseline,serial_emulated,24,8,5,3.4667893163498062,0.0
baseline,serial_emulated,24,8,6,4.726163627035912,0.0
baseline,serial_emulated,24,8,7,4.144268395993943,0.0
baseline,serial_emulated,24,8,8,5.2809971617544935,0.0
baseline,serial_emulated,24,8,9,4.747910323911438,0.0
baseline,serial_emulated,24,8,10,4.432956359640149,0.0
baseline,serial_emulated,24,8,11,4.391765823034438,0.0
baseline,serial_emulated,24,8,12,5.195143103920704,0.0
baseline,serial_emulated,24,8,13,5.747506973412645,0.0
baseline,serial_emulated,24,8,14,5.23704952153753,0.0
baseline,serial_emulated,24,8,15,5.4100879666559765,0.0
baseline,serial_emulated,24,8,16,4.337367404442795,0.0
baseline,serial_emulated,24,8,17,5.512092644668852,0.0
baseline,serial_emulated,24,8,18,3.8438057405965758,0.0
baseline,serial_emulated,24,8,19,6.048170256893621,0.0
baseline,serial_emulated,24,8,20,5.682811077897046,0.0
baseline,serial_emulated,24,8,21,8.295391488466219,0.0
baseline,serial_emulated,24,8,22,5.986041034392833,0.0
baseline,serial_emulated,24,8,23,4.597689936596569,0.0
baseline,serial_emulated,24,9,0,2.55295436242369,0.0
baseline,serial_emulated,24,9,1,3.9036903071833216,0.0
baseline,serial_emulated,24,9,2,3.3085069983603406,0.0
baseline,serial_emulated,24,9,3,4.908516072160684,0.0
baseline,serial_emulated,24,9,4,3.5583068080721136,0.0
baseline,serial_emulated,24,9,5,3.4667893163498062,0.0
baseline,serial_emulated,24,9,6,4.726163627035912,0.0
baseline,serial_emulated,24,9,7,4.144268395993943,0.0
baseline,serial_emulated,24,9,8,5.2809971617544935,0.0
baseline,serial_emulated,24,9,9,4.747910323911438,0.0
baseline,serial_emulated,24,9,10,4.432956359640149,0.0
baseline,serial_emulated,24,9,11,4.391765823034438,0.0
baseline,serial_emulated,24,9,12,5.195143103920704,0.0
baseline,serial_emulated,24,9,13,5.747506973412645,0.0
baseline,serial_emulated,24,9,14,5.23704952153753,0.0
baseline,serial_emulated,24,9,15,5.4100879666559765,0.0
baseline,serial_emulated,24,9,16,4.337367404442795,0.0
baseline,serial_emulated,24,9,17,5.512092644668852,0.0
baseline,serial_emulated,24,9,18,3.8438057405965758,0.0
baseline,serial_emulated,24,9,19,6.048170256893621,0.0
baseline,serial_emulated,24,9,20,5.682811077897046,0.0
baseline,serial_emulated,24,9,21,8.295391488466219,0.0
baseline,serial_emulated,24,9,22,5.986041034392833,0.0
baseline,serial_emulated,24,9,23,4.597689936596569,0.0
baseline,serial_emulated,24,10,0,2.55295436242369,0.0
baseline,serial_emulated,24,10,1,3.9036903071833216,0.0
baseline,serial_emulated,24,10,2,3.3085069983603406,0.0
baseline,serial_emulated,24,10,3,4.908516072160684,0.0
baseline,serial_emulated,24,10,4,3.5583068080721136,0.0
baseline,serial_emulated,24,10,5,3.4667893163498062,0.0
baseline,serial_emulated,24,10,6,4.726163627035912,0.0
baseline,serial_emulated,24,10,7,4.144268395993943,0.0
baseline,serial_emulated,24,10,8,5.2809971617544935,0.0
baseline,serial_emulated,24,10,9,4.747910323911438,0.0
baseline,serial_emulated,24,10,10,4.432956359640149,0.0
baseline,serial_emulated,24,10,11,4.391765823034438,0.0
baseline,serial_emulated,24,10,12,5.195143103920704,0.0
baseline,serial_emulated,24,10,13,5.747506973412645,0.0
baseline,serial_emulated,24,10,14,5.23704952153753,0.0
baseline,serial_emulated,24,10,15,5.4100879666559765,0.0
baseline,serial_emulated,24,10,16,4.337367404442795,0.0
baseline,serial_emulated,24,10,17,5.512092644668852,0.0
baseline,serial_emulated,24,10,18,3.8438057405965758,0.0
baseline,serial_emulated,24,10,19,6.048170256893621,0.0
baseline,serial_emulated,24,10,20,5.682811077897046,0.0
baseline,serial_emulated,24,10,21,8.295391488466219,0.0
baseline,serial_emulated,24,10,22,5.986041034392833,0.0
baseline,serial_emulated,24,10,23,4.597689936596569,0.0
baseline,serial_emulated,24,11,0,2.55295436242369,0.0
baseline,serial_emulated,24,11,1,3.9036903071833216,0.0
baseline,serial_emulated,24,11,2,3.3085069983603406,0.0
baseline,serial_emulated,24,11,3,4.908516072160684,0.0
baseline,serial_emulated,24,11,4,3.5583068080721136,0.0
baseline,serial_emulated,24,11,5,3.4667893163498062,0.0
baseline,serial_emulated,24,11,6,4.726163627035912,0.0
baseline,serial_emulated,24,11,7,4.144268395993943,0.0
baseline,serial_emulated,24,11,8,5.2809971617544935,0.0
baseline,serial_emulated,24,11,9,4.747910323911438,0.0
baseline,serial_emulated,24,11,10,4.432956359640149,0.0
baseline,serial_emulated,24,11,11,4.391765823034438,0.0
baseline,serial_emulated,24,11,12,5.195143103920704,0.0
baseline,serial_emulated,24,11,13,5.747506973412645,0.0
baseline,serial_emulated,24,11,14,5.23704952153753,0.0
baseline,serial_emulated,24,11,15,5.4100879666559765,0.0
baseline,serial_emulated,24,11,16,4.337367404442795,0.0
baseline,serial_emulated,24,11,17,5.512092644668852,0.0
baseline,serial_emulated,24,11,18,3.8438057405965758,0.0
baseline,serial_emulated,24,11,19,6.048170256893621,0.0
baseline,serial_emulated,24,11,20,5.682811077897046,0.0
baseline,serial_emulated,24,11,21,8.295391488466219,0.0
baseline,serial_emulated,24,11,22,5.986041034392833,0.0
baseline,serial_emulated,24,11,23,4.597689936596569,0.0
baseline,serial_emulated,24,12,0,2.55295436242369,0.0
baseline,serial_emulated,24,12,1,3.9036903071833216,0.0
baseline,serial_emulated,24,12,2,3.3085069983603406,0.0
baseline,serial_emulated,24,12,3,4.908516072160684,0.0
baseline,serial_emulated,24,12,4,3.5583068080721136,0.0
baseline,serial_emulated,24,12,5,3.4667893163498062,0.0
baseline,serial_emulated,24,12,6,4.726163627035912,0.0
baseline,serial_emulated,24,12,7,4.144268395993943,0.0
baseline,serial_emulated,24,12,8,5.2809971617544935,0.0
baseline,serial_emulated,24,12,9,4.747910323911438,0.0
baseline,serial_emulated,24,12,10,4.432956359640149,0.0
baseline,serial_emulated,24,12,11,4.391765823034438,0.0
baseline,serial_emulated,24,12,12,5.195143103920704,0.0
baseline,serial_emulated,24,12,13,5.747506973412645,0.0
baseline,serial_emulated,24,12,14,5.23704952153753,0.0
baseline,serial_emulated,24,12,15,5.4100879666559765,0.0
baseline,serial_emulated,24,12,16,4.337367404442795,0.0
baseline,serial_emulated,24,12,17,5.512092644668852,0.0
baseline,serial_emulated,24,12,18,3.8438057405965758,0.0
baseline,serial_emulated,24,12,19,6.048170256893621,0.0
baseline,serial_emulated,24,12,20,5.682811077897046,0.0
baseline,serial_emulated,24,12,21,8.295391488466219,0.0
baseline,serial_emulated,24,12,22,5.986041034392833,0.0
baseline,serial_emulated,24,12,23,4.597689936596569,0.0
baseline,serial_emulated,24,13,0,2.55295436242369,0.0
baseline,serial_emulated,24,13,1,3.9036903071833216,0.0
baseline,serial_emulated,24,13,2,3.3085069983603406,0.0
baseline,serial_emulated,24,13,3,4.908516072160684,0.0
baseline,serial_emulated,24,13,4,3.5583068080721136,0.0
baseline,serial_emulated,24,13,5,3.4667893163498062,0.0
baseline,serial_emulated,24,13,6,4.726163627035912,0.0
baseline,serial_emulated,24,13,7,4.144268395993943,0.0
baseline,serial_emulated,24,13,8,5.2809971617544935,0.0
baseline,serial_emulated,24,13,9,4.747910323911438,0.0
baseline,serial_emulated,24,13,10,4.432956359640149,0.0
baseline,serial_emulated,24,13,11,4.391765823034438,0.0
baseline,serial_emulated,24,13,12,5.195143103920704,0.0
baseline,serial_emulated,24,13,13,5.747506973412645,0.0
baseline,serial_emulated,24,13,14,5.23704952153753,0.0
baseline,serial_emulated,24,13,15,5.4100879666559765,0.0
baseline,serial_emulated,24,13,16,4.337367404442795,0.0
baseline,serial_emulated,24,13,17,5.512092644668852,0.0
baseline,serial_emulated,24,13,18,3.8438057405965758,0.0
baseline,serial_emulated,24,13,19,6.048170256893621,0.0
baseline,serial_emulated,24,13,20,5.682811077897046,0.0
baseline,serial_emulated,24,13,21,8.295391488466219,0.0
baseline,serial_emulated,24,13,22,5.986041034392833,0.0
baseline,serial_emulated,24,13,23,4.597689936596569,0.0
baseline,serial_emulated,24,14,0,2.5353834447106984,0.0
baseline,serial_emulated,24,14,1,3.9036903071833216,0.0
baseline,serial_emulated,24,14,2,3.3085069983603406,0.0
baseline,serial_emulated,24,14,3,4.908516072160684,0.0
baseline,serial_emulated,24,14,4,3.5583068080721136,0.0
baseline,serial_emulated,24,14,5,3.4667893163498062,0.0
baseline,serial_emulated,24,14,6,4.726163627035912,0.0
baseline,serial_emulated,24,14,7,4.144268395993943,0.0
baseline,serial_emulated,24,14,8,5.2809971617544935,0.0
baseline,serial_emulated,24,14,9,4.747910323911438,0.0
baseline,serial_emulated,24,14,10,4.432956359640149,0.0
baseline,serial_emulated,24,14,11,4.391765823034438,0.0
baseline,serial_emulated,24,14,12,5.195143103920704,0.0
baseline,serial_emulated,24,14,13,5.747506973412645,0.0
baseline,serial_emulated,24,14,14,5.23704952153753,0.0
baseline,serial_emulated,24,14,15,5.4100879666559765,0.0
baseline,serial_emulated,24,14,16,4.337367404442795,0.0
baseline,serial_emulated,24,14,17,5.512092644668852,0.0
baseline,serial_emulated,24,14,18,3.8438057405965758,0.0
baseline,serial_emulated,24,14,19,6.048170256893621,0.0
baseline,serial_emulated,24,14,20,5.682811077897046,0.0
baseline,serial_emulated,24,14,21,8.295391488466219,0.0
baseline,serial_emulated,24,14,22,5.986041034392833,0.0
baseline,serial_emulated,24,14,23,4.597689936596569,0.0
baseline,serial_emulated,24,15,0,2.5353834447106984,0.0
baseline,serial_emulated,24,15,1,3.9036903071833216,0.0
baseline,serial_emulated,24,15,2,3.3085069983603406,0.0
baseline,serial_emulated,24,15,3,4.908516072160684,0.0
baseline,serial_emulated,24,15,4,3.5583068080721136,0.0
baseline,serial_emulated,24,15,5,3.4667893163498062,0.0
baseline,serial_emulated,24,15,6,4.726163627035912,0.0
baseline,serial_emulated,24,15,7,4.144268395993943,0.0
baseline,serial_emulated,24,15,8,5.2809971617544935,0.0
baseline,serial_emulated,24,15,9,4.747910323911438,0.0
baseline,serial_emulated,24,15,10,4.432956359640149,0.0
baseline,serial_emulated,24,15,11,4.391765823034438,0.0
baseline,serial_emulated,24,15,12,5.195143103920704,0.0
baseline,serial_emulated,24,15,13,5.747506973412645,0.0
baseline,serial_emulated,24,15,14,5.23704952153753,0.0
baseline,serial_emulated,24,15,15,5.4100879666559765,0.0
baseline,serial_emulated,24,15,16,4.337367404442795,0.0
baseline,serial_emulated,24,15,17,5.512092644668852,0.0
baseline,serial_emulated,24,15,18,3.8438057405965758,0.0
baseline,serial_emulated,24,15,19,6.048170256893621,0.0
baseline,serial_emulated,24,15,20,5.682811077897046,0.0
baseline,serial_emulated,24,15,21,8.295391488466219,0.0
baseline,serial_emulated,24,15,22,5.986041034392833,0.0
baseline,serial_emulated,24,15,23,4.597689936596569,0.0
baseline,serial_emulated,24,16,0,2.5353834447106984,0.0
baseline,serial_emulated,24,16,1,3.9036903071833216,0.0
baseline,serial_emulated,24,16,2,3.3085069983603406,0.0
baseline,serial_emulated,24,16,3,4.908516072160684,0.0
baseline,serial_emulated,24,16,4,3.5583068080721136,0.0
baseline,serial_emulated,24,16,5,3.4667893163498062,0.0
baseline,serial_emulated,24,16,6,4.726163627035912,0.0
baseline,serial_emulated,24,16,7,4.144268395993943,0.0
baseline,serial_emulated,24,16,8,5.2809971617544935,0.0
baseline,serial_emulated,24,16,9,4.747910323911438,0.0
baseline,serial_emulated,24,16,10,4.432956359640149,0.0
baseline,serial_emulated,24,16,11,4.391765823034438,0.0
baseline,serial_emulated,24,16,12,5.195143103920704,0.0
baseline,serial_emulated,24,16,13,5.747506973412645,0.0
baseline,serial_emulated,24,16,14,5.23704952153753,0.0
baseline,serial_emulated,24,16,15,5.4100879666559765,0.0
baseline,serial_emulated,24,16,16,4.337367404442795,0.0
baseline,serial_emulated,24,16,17,5.512092644668852,0.0
baseline,serial_emulated,24,16,18,3.8438057405965758,0.0
baseline,serial_emulated,24,16,19,6.048170256893621,0.0
baseline,serial_emulated,24,16,20,5.682811077897046,0.0
baseline,serial_emulated,24,16,21,8.295391488466219,0.0
baseline,serial_emulated,24,16,22,5.986041034392833,0.0
baseline,serial_emulated,24,16,23,4.597689936596569,0.0
baseline,serial_emulated,24,17,0,2.5353834447106984,0.0
baseline,serial_emulated,24,17,1,3.9036903071833216,0.0
baseline,serial_emulated,24,17,2,3.3085069983603406,0.0
baseline,serial_emulated,24,17,3,4.908516072160684,0.0
baseline,serial_emulated,24,17,4,3.5583068080721136,0.0
baseline,serial_emulated,24,17,5,3.4667893163498062,0.0
baseline,serial_emulated,24,17,6,4.726163627035912,0.0
baseline,serial_emulated,24,17,7,4.144268395993943,0.0
baseline,serial_emulated,24,17,8,5.2809971617544935,0.0
baseline,serial_emulated,24,17,9,4.747910323911438,0.0
baseline,serial_emulated,24,17,10,4.432956359640149,0.0
baseline,serial_emulated,24,17,11,4.391765823034438,0.0
baseline,serial_emulated,24,17,12,5.195143103920704,0.0
baseline,serial_emulated,24,17,13,5.747506973412645,0.0
baseline,serial_emulated,24,17,14,5.23704952153753,0.0
baseline,serial_emulated,24,17,15,5.4100879666559765,0.0
baseline,serial_emulated,24,17,16,4.337367404442795,0.0
baseline,serial_emulated,24,17,17,5.512092644668852,0.0
baseline,serial_emulated,24,17,18,3.8438057405965758,0.0
baseline,serial_emulated,24,17,19,6.048170256893621,0.0
baseline,serial_emulated,24,17,20,5.682811077897046,0.0
baseline,serial_emulated,24,17,21,8.295391488466219,0.0
baseline,serial_emulated,24,17,22,5.986041034392833,0.0
baseline,serial_emulated,24,17,23,4.597689936596569,0.0
baseline,serial_emulated,24,18,0,2.5353834447106984,0.0
baseline,serial_emulated,24,18,1,3.9036903071833216,0.0
baseline,serial_emulated,24,18,2,3.3085069983603406,0.0
baseline,serial_emulated,24,18,3,4.908516072160684,0.0
baseline,serial_emulated,24,18,4,3.5583068080721136,0.0
baseline,serial_emulated,24,18,5,3.4667893163498062,0.0
baseline,serial_emulated,24,18,6,4.726163627035912,0.0
baseline,serial_emulated,24,18,7,4.144268395993943,0.0
baseline,serial_emulated,24,18,8,5.2809971617544935,0.0
baseline,serial_emulated,24,18,9,4.747910323911438,0.0
baseline,serial_emulated,24,18,10,4.432956359640149,0.0
baseline,serial_emulated,24,18,11,4.391765823034438,0.0
baseline,serial_emulated,24,18,12,5.195143103920704,0.0
baseline,serial_emulated,24,18,13,5.747506973412645,0.0
baseline,serial_emulated,24,18,14,5.23704952153753,0.0
baseline,serial_emulated,24,18,15,5.4100879666559765,0.0
baseline,serial_emulated,24,18,16,4.337367404442795,0.0
baseline,serial_emulated,24,18,17,5.512092644668852,0.0
baseline,serial_emulated,24,18,18,3.8438057405965758,0.0
baseline,serial_emulated,24,18,19,6.048170256893621,0.0
baseline,serial_emulated,24,18,20,5.682811077897046,0.0
baseline,serial_emulated,24,18,21,8.295391488466219,0.0
baseline,serial_emulated,24,18,22,5.986041034392833,0.0
baseline,serial_emulated,24,18,23,4.597689936596569,0.0
baseline,serial_emulated,24,19,0,2.5353834447106984,0.0
baseline,serial_emulated,24,19,1,3.9036903071833216,0.0
baseline,serial_emulated,24,19,2,3.3085069983603406,0.0
baseline,serial_emulated,24,19,3,4.908516072160684,0.0
baseline,serial_emulated,24,19,4,3.5583068080721136,0.0
baseline,serial_emulated,24,19,5,3.4667893163498062,0.0
baseline,serial_emulated,24,19,6,4.726163627035912,0.0
baseline,serial_emulated,24,19,7,4.144268395993943,0.0
baseline,serial_emulated,24,19,8,5.2809971617544935,0.0
baseline,serial_emulated,24,19,9,4.747910323911438,0.0
baseline,serial_emulated,24,19,10,4.432956359640149,0.0
baseline,serial_emulated,24,19,11,4.391765823034438,0.0
baseline,serial_emulated,24,19,12,5.195143103920704,0.0
baseline,serial_emulated,24,19,13,5.747506973412645,0.0
baseline,serial_emulated,24,19,14,5.23704952153753,0.0
baseline,serial_emulated,24,19,15,5.4100879666559765,0.0
baseline,serial_emulated,24,19,16,4.337367404442795,0.0
baseline,serial_emulated,24,19,17,5.512092644668852,0.0
baseline,serial_emulated,24,19,18,3.8438057405965758,0.0
